"Life Regen",生命回复
"Area contains {0} Harbinger Portals",该区域会出现{0}个先驱者时空之门
"Area is Breached",该区域有裂隙
"Rare and Unique Monsters in Area are Possessed by at least {0} Tormented Spirit",该区域中的稀有和传奇怪物至少被{0}个罪魂附身
"Rare and Unique Monsters in Area are Possessed by at least {0} Tormented Spirits",该区域中的稀有和传奇怪物至少被{0}个罪魂附身
"Harvests in Area contain {0} Crops",该区域的庄园包含{0}农作物
"Area contains {0} additional Abysses that have already fully opened",该区域会出现{0}个已经完全开启的额外深渊
"Abysses contain monsters from Beyond this realm",深渊中包含来自超越赛季的怪物
"{0} Monsters are imprisoned by Essences",{0}个怪物被精华禁锢
"Area contains {0} Temporal Incursions",该区域会出现{0}个额外的时空穿越机会
"Temporal Incursion Portals have their direction reversed",时空穿越传送门已反转方向
"Players in Area take on the form of Harbingers",该区域的玩家以先驱者的身份出现
"Breach Hands are small",裂隙巨手很小
"Harbingers have {0}% increased Cooldown Recovery Rate",先驱者的冷却回复率提高{0}%
"Harbingers have {0}% reduced Cooldown Recovery Rate",先驱者的冷却回复率降低{0}%
"Incursion Architects have {0}% chance to drop an additional Rare Incursion Item",穿越建筑师有{0}%的几率掉落一件额外的稀有穿越物品
"Incursion Architects drop an additional Rare Incursion Item",穿越建筑师掉落一件额外的稀有穿越物品
"Strongboxes are found in Sequences of {0}",发现一排{0}个的保险箱
"Area has {0}% chance to contain a Boss from Beyond",该区域有{0}%的几率出现一个来自超越赛季的首领
"Area contains a Boss from Beyond",该区域会出现一个来自超越赛季的首领
"Crops in Area are larger in size",该区域的农作物体型更大
"Imprisoned Monsters have {0} Essences",被禁锢的怪物有{0}个精华
"Rare and Unique Monsters in Area are Possessed by up to {0} Tormented Spirits and their Minions are Touched",该区域中的稀有和传奇怪物被{0}个罪魂附身，它们的召唤生物被触碰
"Area contains {0} Clasped Hands",该区域包含{0}只紧握之手
"Players have {0}% chance to summon a pack of Harbinger Monsters on Kill",击败敌人时玩家有{0}%的几率召唤一批先驱者怪物
"Players summon a pack of Harbinger Monsters on Kill",击败敌人时玩家召唤了一批先驱者怪物
"Abyss Jewels found have {0}% chance to be Corrupted and have {1} or {2} random Modifiers",找到的深渊珠宝有{0}%的几率被腐化，并且带{1}-{2}个随机词缀
"Abyss Jewels found are Corrupted and have {0} or {1} random Modifiers",找到的深渊珠宝被腐化，并且带{0}-{1}个随机词缀
"Breaches open and close {0}% faster",裂隙打开和关闭的速度加快{0}%
"Breaches open and close {0}% slower",裂隙打开和关闭的速度减慢{0}%
"Essences imprison a Rogue Exile",精华禁锢一名盗贼流放者
"Harvest Seeds in Area are at least Tier {0}",该区域的庄园种子至少为{0}阶
"Items found in Area are replaced by stacks of Currency Shards",在该区域找到的物品被替换成大量通货碎片
"Breach has {0}% chance to contain a Boss",裂隙有{0}%的几率出现一个首领
"Strongboxes have {0}% chance to be an Operative's Strongbox",保险箱有{0}%的几率是侦探的保险箱
"Breaches have {0}% increased Area of Effect",裂隙的效果区域扩大{0}%
"Breach Splinters have {0}% chance to drop as Breachstones instead",掉落的裂隙碎片有{0}%的几率变成裂隙石
"Breach Bosses Defeated in Area have {0}% chance to drop a Breachstone",在该区域击败的裂隙首领有{0}%的几率掉落一块裂隙石
"Essences found are a tier higher",发现位阶更高的精华
"Essences found have {0}% chance to be a tier higher","发现的精华有 {0}% 的几率位阶更高"
"Tier {1} Harvest Seeds in Area have {0}% chance to be upgraded to Tier {2}",该区域{1}阶的庄园种子有{0}%的几率升级成{2}阶
"Strongboxes have {0}% chance to be guarded by an additional Pack of Monsters",保险箱有{0}%的几率被一群额外的怪物守卫
"Breach Monsters have {0}% increased Maximum Life",裂隙怪物的生命上限提高{0}%
"Breach Monsters have {0}% reduced Maximum Life",裂隙怪物的生命上限降低{0}%
"Corrupting Imprisoned Monsters cannot release them",腐蚀被囚禁的怪物不能释放他们
"Monsters contained in Strongboxes have {0}% increased Life",保险箱中的怪物的生命提高{0}%
"Breach Monsters deal {0}% increased Damage",裂隙怪物造成的伤害增加{0}%
"Breach Monsters deal {0}% reduced Damage",裂隙怪物造成的伤害降低{0}%
"Monsters Imprisoned by a Shrieking Essence will be Duplicated when released",被尖啸精华禁锢的怪物在释放时会被复制
"Monsters contained in Strongboxes deal {0}% increased Damage",保险箱中的怪物造成的伤害提高{0}%
"Imprisoned Monsters have {0}% chance to drop an additional Rare Item with an Essence Modifier",被禁锢的怪物有{0}%的几率额外掉落一件带精华词缀的稀有物品
"Imprisoned Monsters drop an additional Rare Item with an Essence Modifier",被禁锢的怪物额外掉落一件带精华词缀的稀有物品
"Your Action Speed is at least {0}% of base value",你的行动速度至少是基础值的{0}%
"{0} to Level of Socketed Non-Vaal Gems",插槽中的非瓦尔宝石等级增加{0}
"Socketed Gems are Supported by Level {0} Divine Blessing","插入的技能石被 {0} 级的神圣祝福辅助"
"Socketed Gems are Supported by Level {0} Cursed Ground",插槽中的宝石受{0}级诅咒之地辅助
"Socketed Gems are Supported by Level {0} Eternal Blessing","插入的技能石被 {0} 级的恒祝辅助"
"Socketed Gems are Supported by Level {0} Hex Bloom",插槽中的宝石受{0}级魔蛊绽放辅助
"Socketed Gems are Supported by Level {0} Mark On Hit","插入的技能石被 {0} 级的击中时施加印记辅助"
"Socketed Gems are Supported by Level {0} Overcharge",插槽中的宝石受{0}级强化聚能支持
"Socketed Triggered Skills deal Double Damage",装入技能槽的已触发技能造成双倍伤害
"Socketed Gems are Supported by Level {0} Awakened Empower","镶嵌的宝石获得 {0} 级赋予（强辅）"
"Socketed Gems are Supported by Level {0} Awakened Enhance","镶嵌的宝石获得 {0} 级增幅（强辅）"
"Socketed Gems are Supported by Level {0} Awakened Enlighten","镶嵌的宝石获得 {0} 级启蒙（强辅）"
"Your Blessing Skills are Disabled",你的祝福技能被禁用
"Socketed Projectile Spells deal {0}% more Damage with Hits","插入的投射物法术的击中伤害总增 {0}%"
"Socketed Projectile Spells deal {0}% less Damage with Hits","插入的投射物法术的击中伤害总降 {0}%"
"Socketed Projectile Spells have {0} seconds to Cooldown","插入的投射物法术的冷却时间 {0} 秒"
"Socketed Warcry Skills have {0} Cooldown Use",镶嵌宝石的战吼技能拥有{0}次冷却使用次数
"Socketed Warcry Skills have {0} Cooldown Uses",镶嵌宝石的战吼技能拥有{0}次冷却使用次数
"Socketed Projectile Spells fire an additional Projectile",插入的投射物法术发射一枚额外投射物
"Socketed Projectile Spells fire {0} additional Projectiles","插入的投射物法术发射 {0} 枚额外投射物"
"Socketed Projectile Spells fire Projectiles in a circle",插入的投射物法术环状发射投射物
"Socketed Projectile Spells have {0}% more Skill Effect Duration","插入的投射物法术的技能效果持续时间总增 {0}%"
"Socketed Projectile Spells have {0}% less Skill Effect Duration","插入的投射物法术的技能效果持续时间总降 {0}%"
"Trigger Level {0} Death Aura when Equipped","装备时触发 {0} 级陨命光环"
"Grants Level {0} Approaching Flames Skill","赋予等级 {0} 烈焰之触技能"
"Trigger Level {0} Darktongue's Kiss when you Cast a Curse Spell","当你施放一个诅咒法术时触发等级 {0} 暗语之吻"
"{0}% chance to Trigger Level 10 Summon Raging Spirit on Kill","击败敌人时有 {0}% 的几率触发 8 级的【召唤愤怒狂灵】"
"Trigger Level 10 Summon Raging Spirit on Kill","击败敌人时触发 8 级的【召唤愤怒狂灵】"
"{0}% chance to Trigger Socketed Curse Spell when you Cast a Curse Spell, with a {1} second Cooldown","当你施放一个诅咒法术时，有{0}% 几率触发插槽诅咒法术，有 {1} 秒的冷却时间"
"Trigger Socketed Curse Spell when you Cast a Curse Spell, with a {0} second Cooldown","当你施放一个诅咒法术时，触发插槽诅咒法术，有 {0} 秒的冷却时间"
"Life Recovery from Flasks also applies to Energy Shield during Effect",生效期间，药剂的生命回复效果也适用于能量护盾
"Debilitate nearby Enemies for {0} Seconds when Effect ends","效果结束时，对周围的敌人造成 {0} 秒疲惫"
"Effect is removed when Hit by a Player",被玩家击中时移除该效果
"Effect is not removed when Unreserved Mana is Filled",未保留的魔力充满时，效果不会消失
"Effect does not Queue",效果不会堆叠
"Mana Recovery occurs instantly at the end of Effect",魔力回复会在效果结束时立即开始
"Effect is removed when Ward Breaks",结界破碎时效果结束
"Recover {0}% of Life at the end of the Effect","效果结束时，回复 {0}% 生命"
"Recover Full Life at the end of the Effect",效果结束时，回复到满血
"Hinders nearby Enemies with {0}% reduced Movement Speed if used while not on Full Life","在生命不满时使用可以缓速周围敌人，使它们的移动速度减慢 {0}%"
"Hinders nearby Enemies with {0}% reduced Movement Speed if used while not on Full Mana","在魔力不满时使用可以缓速周围敌人，使它们的移动速度减慢 {0}%"
"Immunity to Ignite during Effect",药剂持续期间免疫点燃
"{0}% increased Armour during Effect","生效期间，护甲提高 {0}%"
"{0}% increased Evasion Rating during Effect","生效期间，闪避值提高 {0}%"
"{0}% increased Energy Shield during Effect","生效期间，能量护盾提高 {0}%"
"{0}% increased Ward during Effect","生效期间，结界增强 {0}%"
"{0}% reduced Ward during Effect","生效期间，结界减弱 {0}%"
"Ward does not Break during Effect",生效期间结界不会破碎
"{0}% increased Adaptation Rating during Effect","生效期间，适应率提高 {0}%"
"{0}% reduced Adaptation Rating during Effect","生效期间，适应率降低 {0}%"
"Adaptations apply to all Elemental Damage during Effect",生效期间，适应对所有元素伤害生效
"{0}% increased Accuracy Rating during Effect","生效期间，命中值提高 {0}%"
"{0}% increased Attack Speed during Effect","生效期间，攻击速度加快 {0}%"
"{0}% reduced Attack Speed during Effect","生效期间，攻击速度减慢 {0}%"
"{0}% increased Cast Speed during Effect","生效期间，施法速度加快 {0}%"
"{0}% reduced Cast Speed during Effect","生效期间，施法速度减慢 {0}%"
"{0}% increased Movement Speed during Effect","生效期间，移动速度加快 {0}%"
"{0}% increased Block and Stun Recovery during Effect","生效期间，格挡及晕眩回复提高 {0}%"
"{0}% additional Elemental Resistances during Effect","生效期间，元素抗性额外提高 {0}%"
"{0}% of Physical Attack Damage Leeched as Life during Effect","生效期间，{0}% 的物理攻击伤害转化为生命偷取"
"{0}% of Spell Damage Leeched as Energy Shield during Effect","生效期间，{0}% 的法术伤害转化为能量护盾偷取"
"{0}% of Attack Damage Leeched as Life during Effect","生效期间，{0}% 的攻击伤害转化为生命偷取"
"{0}% of Physical Attack Damage Leeched as Mana during Effect","生效期间，{0}% 的物理攻击伤害转化为魔力偷取"
"Adds Knockback to Melee Attacks during Effect",生效期间，近战攻击添加击退
"{0}% of Physical Damage from Hits taken as Cold Damage during Effect","生效期间，受到物理伤害的 {0}% 转化为冰霜伤害"
"{0}% chance to Avoid being Chilled during Effect","生效期间，有 {0}% 几率避免被冰缓"
"Chaos Damage taken does not bypass Energy Shield during effect",效果期间受到的混沌伤害无法穿透能量护盾
"{0}% chance to Avoid being Frozen during Effect","生效期间，有 {0}% 几率避免被冰冻"
"Grants Last Breath when you Use a Skill during Effect, for {0}% of Mana Cost","生效期间使用技能会赋予你临终叹息，魔力消耗为 {0}%"
"{0}% chance to Avoid being Ignited during Effect","生效期间，有 {0}% 几率避免被点燃"
"{0}% chance to Avoid being Shocked during Effect","生效期间，有 {0}% 几率避免被感电"
"{0}% chance to Poison on Hit during Effect","生效期间，有 {0}% 几率击中造成中毒"
"{0}% additional Physical Damage Reduction during Effect","生效期间，减免的物理伤害提高 {0}%"
"Hits Knockback during Effect",生效期间命中可击退
"{0}% increased Area of Effect during Effect","生效期间，效果区域扩大 {0}%"
"{0}% Chance to Avoid being Stunned during Effect","生效期间，有 {0}% 几率避免被晕眩"
"Cannot be Stunned during Effect",生效期间不会被晕眩
"{0}% chance to Freeze, Shock and Ignite during Effect","生效期间，有 {0}% 几率造成冻结、感电和点燃"
"{0}% increased Critical Strike Chance during Effect","生效期间，暴击率提高 {0}%"
"{0}% reduced Critical Strike Chance during Effect","生效期间，暴击率降低 {0}%"
"Culling Strike during Effect",生效期间获得终结
"Gain {0} Endurance Charge per Second during Effect","生效期间，每秒获得 {0} 个耐力球"
"Immunity to Bleeding and Corrupted Blood during Effect",生效期间免疫流血和腐化之血
"Immunity to Damage during Effect",生效期间免疫所有伤害
