"# of Nearby Corpses:","근처 시체 수:"
"% to not Consume:","충전 미-소모 확률:"
"%Inc Armour from Tree","방어도 증가%(패시브)"
"%Inc ES from Tree","에너지 보호막 증가%(패시브)"
"%Inc Evasion from Tree","회피 증가%(패시브)"
"%Inc Life from Tree","생명력 증가%(패시브)"
"%Inc Mana from Tree","마나 증가%(패시브)"
"{0} (base cooldown of Vaal Ground Slam)","^7{0} ^8(바알 대지 강타의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Haste)","^7{0} ^8(바알 가속의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Ice Nova)","^7{0} ^8(바알 얼음 폭발의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Ice Shot)","^7{0} ^8(바알 얼음 화살의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Immortal Call)","^7{0} ^8(바알 불멸의 외침의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Impurity of Fire)","^7{0} ^8(바알 불의 부정함의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Impurity of Ice)","^7{0} ^8(바알 얼음의 부정함의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Impurity of Lightning)","^7{0} ^8(바알 번개의 부정함의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Lightning Arrow)","^7{0} ^8(바알 번개 화살의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Lightning Strike)","^7{0} ^8(바알 번개 타격의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Lightning Trap)","^7{0} ^8(바알 번개 덫의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Lightning Warp)","^7{0} ^8(바알 번개 차원 이동의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Molten Shell)","^7{0} ^8(바알 용암 방패의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Molten Strike)","^7{0} ^8(바알 용암 타격의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Power Siphon)","^7{0} ^8(바알 권능 착취의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Rain of Arrows)","^7{0} ^8(바알 화살비의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Reap)","^7{0} ^8(바알 낫질의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Reave)","^7{0} ^8(바알 약탈의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Rejuvenation Totem)","^7{0} ^8(바알 회복 토템의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Righteous Fire)","^7{0} ^8(바알 정의의 화염의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Smite)","^7{0} ^8(바알 징벌의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Spark)","^7{0} ^8(바알 전기불꽃의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Spectral Throw)","^7{0} ^8(바알 환영 무기 투척의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Split Arrow)","^7{0} ^8(바알 분할 화살의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Storm Call)","^7{0} ^8(바알 폭풍 부름의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Summon Skeletons)","^7{0} ^8(바알 해골 소환의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Venom Gyre)","^7{0} ^8(바알 독액 선회의 기본 재사용 대기시간)"
"{0} (base cooldown of Vaal Volcanic Fissure)","^7{0} ^8(바알 화산 균열의 기본 재사용 대기시간)"
"{0} (base cooldown of Vampiric Link)","^7{0} ^8(흡혈의 연결의 기본 재사용 대기시간)"
"{0} (base cooldown of Vengeance)","^7{0} ^8(복수의 기본 재사용 대기시간)"
"{0} (base cooldown of Venom Gyre)","^7{0} ^8(독액 선회의 기본 재사용 대기시간)"
"{0} (base cooldown of Vicious Projectiles)","^7{0} ^8(포악한 투사체 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Vigilant Strike)","^7{0} ^8(경계 타격의 기본 재사용 대기시간)"
"{0} (base cooldown of Vile Toxins)","^7{0} ^8(끔찍한 독소 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Viper Strike)","^7{0} ^8(맹독 타격의 기본 재사용 대기시간)"
"{0} (base cooldown of Vitality)","^7{0} ^8(활력의 기본 재사용 대기시간)"
"{0} (base cooldown of Void Manipulation)","^7{0} ^8(공허 조작 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Void Sphere)","^7{0} ^8(공허 구체의 기본 재사용 대기시간)"
"{0} (base cooldown of Volatile Dead)","^7{0} ^8(시체 불덩이의 기본 재사용 대기시간)"
"{0} (base cooldown of Volatility)","^7{0} ^8(일촉즉발 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Volcanic Fissure)","^7{0} ^8(화산 균열의 기본 재사용 대기시간)"
"{0} (base cooldown of Volley)","^7{0} ^8(사격 공세 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Voltaxic Burst)","^7{0} ^8(전도성 격발의 기본 재사용 대기시간)"
"{0} (base cooldown of Vortex)","^7{0} ^8(소용돌이의 기본 재사용 대기시간)"
"{0} (base cooldown of Vulnerability)","^7{0} ^8(취약성의 기본 재사용 대기시간)"
"{0} (base cooldown of War Banner)","^7{0} ^8(전쟁 깃발의 기본 재사용 대기시간)"
"{0} (base cooldown of Warlord's Mark)","^7{0} ^8(전쟁군주의 징표의 기본 재사용 대기시간)"
"{0} (base cooldown of Wave of Conviction)","^7{0} ^8(신념의 파도의 기본 재사용 대기시간)"
"{0} (base cooldown of Whirling Blades)","^7{0} ^8(칼날 선회의 기본 재사용 대기시간)"
"{0} (base cooldown of Wild Strike)","^7{0} ^8(사나운 타격의 기본 재사용 대기시간)"
"{0} (base cooldown of Winter Orb)","^7{0} ^8(겨울 보주의 기본 재사용 대기시간)"
"{0} (base cooldown of Wintertide Brand)","^7{0} ^8(겨울의 낙인의 기본 재사용 대기시간)"
"{0} (base cooldown of Wither)","^7{0} ^8(위축의 기본 재사용 대기시간)"
"{0} (base cooldown of Withering Step)","^7{0} ^8(고사시키는 걸음의 기본 재사용 대기시간)"
"{0} (base cooldown of Withering Touch)","^7{0} ^8(위축의 손길 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Wrath)","^7{0} ^8(진노의 기본 재사용 대기시간)"
"{0} (base cooldown of Zealotry)","^7{0} ^8(열광의 기본 재사용 대기시간)"
"{0} (base damage per second)","^7{0} ^8(초당 기본 피해)"
"{0} (base duration)","^7{0} ^8(기본 지속시간)"
"{0} (base from Life before Chaos Inoculation)","^7{0} ^8(카오스 면역 전의 생명력에 기반)"
"{0} (base from Life)","^7{0} ^8(생명력에 기초)"
"{0} (base life cost)","^7{0} ^8(기본 생명력 소모)^7"
"{0} (base life for a level {1} monster)","{0} ({1} 레벨 몬스터의 기본 생명력)"
"{0} (base mana cost)","^7{0} ^8(기본 마나 소모)"
"{0} (base placement speed)","^7{0} ^8(기본 설치 속도)"
"{0} (base radius)","^7{0} ^8(기본 반경)"
"{0} (base soul cost)","{0} (기본 영혼 소비)"
"{0} (base throwing rate)","^7{0}^8 (기본 투척률)"
"{0} (base throwing speed)","^7{0} ^8(기본 투척 속도)"
"{0} (base throwing time)","^7{0}^8 (기본 투척 시간)"
"{0} (base)","^7{0} ^8(기본)"
"{0} (biggest of trigger cooldown and triggered skill cooldown)","^7{0} ^8(발동 재사용 대기시간과 스킬 재사용 대시기간 중 가장 큰 것)"
"{0} (burn rate modifier)","^7{0} ^8(연소 속도 보정)"
"{0} (chance for block to fail)","^7{0} ^8(막기를 실패할 확률)"
"{0} (chance for dodge to fail)","^7{0} ^8(회피 실패 확률)"
"{0} (chance for evasion to fail)","^7{0} ^8(회피가 실패할 확률)"
"{0} (chance for evasion to fail, only applies to the attack portion)","^7{0} ^8(회피 실패 확률은 공격 부분에만 적용됩니다)"
"{0} (chance to hit)","^7{0} ^8(적중 확률)"
"{0} (damage per second)","^7{0} ^8(초당 피해)"
"{0} (damage rate modifier)","^7{0} ^8(피해율 보정)"
"{0} (dot multiplier for crits)","^7{0} ^8(치명타의 지속피해 배율)"
"{0} (dot multiplier for non-crits)","^7{0} ^8(비-치명타의 지속피해 배율)"
"{0} (dps multiplier for this skill)","{0} (이 스킬의 DPS 배율)"
"{0} (effective DPS modifier)","^7{0} ^8(DPS 효과 보정)"
"{0} (guard limit)","^7{0} ^8(수호 한계)"
"{0} (hit chance)","^7{0} ^8(명중 확률)"
"{0} (hits per second)","^7{0} ^8(초당 명중)"
"{0} (ignite chance)","^7{0} ^8(점화확률)"
"{0} (ignite damage per second)","^7{0} ^8(초당 점화 피해)"
"{0} (ignite duration)","^7{0} ^8(점화 지속시간)"
"{0} (increased/reduced damage taken)","^7{0} ^8(받는 피해 증가/감소)"
"{0} (increased/reduced placement speed)","{0} (설치 속도 증가/감소)"
"{0} (increased/reduced throwing speed)","{0} (투척 속도 증가/감소)"
"{0} (increased/reduced)","^7{0} ^8(증가/감소)^7"
"{0} (maximum energy shield)","^7{0} ^8(최대 에너지 보호막)"
"{0} (maximum life)","^7{0} ^8(최대 생명력)"
"{0} (maximum mana)","^7{0} ^8(최대 마나)"
"{0} (more/less placement speed)","{0} (설치 속도 증가/감소)"
"{0} (more/less throwing speed)","{0} (투척 속도 증가/감소)"
"{0} (movement speed modifier)","^7{0} ^8(이동 속도 보정)"
"{0} (number of stacks, can be overridden in the Configuration tab)","^7{0} ^8(중접 수, 설정 탭에서 재정의할 수 있음)"
"{0} (poison chance)","^7{0} ^8(중독 확률)"
"{0} (poison duration)","^7{0} ^8(중독 지속시간)"
"{0} (resistance)","^7{0} ^8(저항)"
"{0} (size of leech destination pool)","^7{0} ^8(흡수 가능한 생명력 최대치)"
"{0} (skill use)","^7{0} ^8(스킬 사용)"
"{0} (source damage from crits)","^7{0} ^8(치명타의 피해 출처)"
"{0} (source damage from non-crits)","^7{0} ^8(비-치명타의 피해 출처)"
"{0} (source damage)","^7{0} ^8(피해 출처)"
"{0} (total Physical damage taken during ehp calcs)","^7{0} ^8(유효 생명력 계산 중에 받아낼 수 있는 총 물리 피해)"
"{0} (total average number of hits you can take)","^7{0} ^8(버틸 수 있는 평균 피해의 총량)"
"{0} (total damage per second)","^7{0} ^8(초당 총 피해)"
"{0} (total damage taken during ehp calcs)","^7{0} ^8(유효 생명력 계산 중에 받아낼 수 있는 총 피해)"
"{0} (total life regen)","^7{0} ^8(총 생명력 재생)"
"{0} (total mana cost)","^8^7{0} ^8(총 마나 소모)^7"
"{0} (total mana regen)","^7{0} ^8(총 마나 재생)"
"{0} (unreserved mana)","^7{0} ^8(점유되지 않은 마나)"
"{0} + {0} (base)","^7{0} + {0} ^8(기본)"
"{0} + {1} (skill hits with both weapons at once)","^7{0} + {1} ^8( 2개의 무기가 동시에 스킬로 적중)"
"{0} + {1} / {2} (skill alternates weapons)","^7{0} + {1} / {2} ^8(무기 대체 스킬)"
"{0} + {1} per Level","레벨당 {0} + {1}"
"{0} Blood Charges","피 충전x{0}"
"{0} Endurance Charges","인내 충전x{0}"
"{0} Frenzy Charges","격분 충전x{0}"
"{0} Inspiration Charges","영감 충전x{0}"
"{0} Life ({1} remaining)","	{0} 생명력 ({1} 남음)"
"{0} Power Charges","권능 충전x{0}"
"{0} average damage","평균 피해 {0}"
"{0} base Chaos Resist Max","기본 카오스 저항 최대치 {0}"
"{0} base Chaos Resist","{0} 기본 카오스 저항"
"{0} base Cold Resist Max","기본 냉기 저항 최대치 {0}"
"{0} base Cold Resist","{0} 기본 냉기 저항"
"{0} base Elemental Resist","{0} 기본 원소 저항"
"{0} base Fire Resist Max","기본 화염 저항 최대치 {0}"
"{0} base Fire Resist","{0} 기본 화염 저항"
"{0} base Lightning Resist Max","기본 번개 저항 최대치 {0}"
"{0} base Lightning Resist","{0} 기본 번개 저항"
"{0} base","{0} 기본"
"{0} incoming damage","{0} ^8(받는 피해)"
"{0} per Allocated Mastery","할당된 숙련당 {0}"
"{0} per Crab Barrier","게의 방어막당 {0}"
"{0} per Grand Spectrum","장대한 파장 하나당 {0}"
"{0} per Mine Detonated Recently","최근 폭발한 지뢰당 {0}"
"{0} per Nearby Enemies","근처에 있는 적 하나당 {0}"
"{0} per Power Charge","권능 충전당 {0}"
"{0} per Sigil Of Power Stage","힘의 부적 단계당 {0}"
"{0} per Stationary Seconds","정지 상태를 유지한 시간 1초당 {0}"
"{0} per Trap Triggered Recently","최근 발동된 덫당 {0}"
"{0} per {1} Armour","방어도 {1} 당 {0}"
"{0} per {1} Chill Effect","냉각효과 {1}당 {0}"
"{0} per {1} Dex","민첩 {1}당 {0}"
"{0} per {1} Energy Shield","에너지 보호막 {1}당 {0}"
"{0} per {1} Fortification Stacks","방어 상승 {1} 중첩당 {0}"
"{0} per {1} Int","지능 {1}당 {0}"
"{0} per {1} Life","생명력 {1}당 {0}"
"{0} per {1} Mana","마나 {1}당 {0}"
"{0} per {1} Quality On Body Armour","갑옷의 퀄리티 {1}당 {0}"
"{0} per {1} Shield Block Chance","방패의 막기 확률 {1}당 {0}"
"{0} per {1} Str","힘 {1}당 {0}"
"{0} per {1} Totems Summoned","소환된 토템 {1} 개당 {0}"
"{0} per {1} Warcry Power","위세 {1}당 {0}"
"{0} per {1} parent Devotion","헌신 {1}당 {0}"
"{0} to {1} (Bleed DPS Range)","^7{0} ~ {1} ^8(출혈 DPS 범위)"
"{0} to {1} (Ignite DPS Range)","^7{0} ~ {1} ^8(점화 DPS 범위)"
"{0} to {1} (Poison DPS Range)","^7{0} ~ {1} ^8(중독 DPS 범위)"
"{0} to {1} (added damage)","^7{0} ^8~ ^7{1} ^8(추가 피해)"
"{0} to {1} (base damage from skill)","^7{0} ^8~ ^7{1} ^8(스킬로 인한 기본 피해)"
"{0} to {1} (base damage from weapon)","^7{0} ^8~ ^7{1} ^8(무기의 기본 피해)"
"{0} to {1} (total damage)","^7{0} ^8~ ^7{1} ^8(총 피해)"
"{0} to {1} x {2} (added damage multiplied by damage effectiveness)","{0} ~ {1} x {2} (유효 피해에 추가 피해를 곱한 값)"
"{0} to {1} x {2} (base damage from {3} multiplied by base damage multiplier)","^7{0} ∼ {1}) x {2} ^8(기본 피해{3}에 기본 피해패율을 곱한 값)"
"{0} to {1}","^7{0}^8 ~ ^7{1}"
"{0} total DoT","총 지속피해 {0}"
"{0} x {1} - {2} (chance from non-crits)","^7{0} x {1} - {2} ^8(비-치명타의 확률)"
"{0} x {1} - {2} (damage from non-crits)","^7{0} x {1} - {2} ^8(비-치명타의 피해)"
"{0}% (Ancestral Cry Uptime)","^7{0}% ^8(선대의 함성 가동시간)"
"{0}% (additional extra damage)","{0}% (추가 피해)"
"{0}% (base value)","^7{0}% ^8(기본값)"
"{0}% (base)","^7{0}% ^8(기본)"
"{0}% (current)","{0}% (현재)"
"{0}% (current, maximum)","{0}% ^8(현재, 최대)"
"{0}% (maximum)","^7{0}% ^8(최대)"
"{0}% (minimum)","^7{0}% ^8(최소)"
"{0}% (resistance)","^7{0}% ^8(저항)"
"{0}% (stun multiplier)","^7{0}% ^8(기절 배율)"
"{0}% as Chaos","카오스 {0}%"
"{0}% as Cold","냉기 {0}%"
"{0}% as Fire","화염 {0}%"
"{0}% as Lightning","번개 {0}%"
"{0}% as Physical","물리 {0}%"
"{0}% increased Armour And Evasion","방어도 및 회피 {0}% 증가"
"{0}% increased Evasion","회피 증가 {0}%"
"{0}% increased","{0}% 증가"
"{0}% less Damage Taken per {1} Dexterity","민첩 {1}당 받는 피해 {0}% 감폭"
"{0}% less Damage Taken per {1} Intelligence","지능 {1}당 받는 피해 {0}% 감폭"
"{0}% less Damage Taken per {1} Strength","힘 {1}당 받는 피해 {0}% 감폭"
"{0}% less","{0}% 감폭"
"{0}% more","{0}% 증폭"
"{0}% of Arcane Cloak Consumed Mana","비전의 망토가 소모한 마나의 {0}%"
"{0}% of Armour","방어도의 {0}%"
"{0}% of Energy Shield, per Allocated Mastery Type","각기 다른 유형의 적 처치 시 에너지 보호막의 {0}%"
"{0}% of Life","생명력의 {0}%"
"{0}% of Life, per Allocated Mastery Type","각기 다른 유형의 적 처치 시 생명력의 {0}%"
"{0}% of Mana","마나의 {0}%"
"{0}% of Mana, per Allocated Mastery Type","각기 다른 유형의 적 처치 시 마나의 {0}%"
"{0}% of Maximum Bleed DPS","최대 출혈 DPS의 {0}%"
"{0}% of Maximum Ignite DPS","^8최대 점화 DPS의 ^7{0}%"
"{0}% of Maximum Poison DPS","^8최대 중독 DPS의^7 {0}%"
"{0}% over {1} seconds","{1}초에 {0}% 이상"
"{0}% per Allocated Mastery Type","할당된 숙련 유형당 {0}%"
"{0}% per Allocated Notable","할당된 주요 패시브당 {0}%"
"{0}% per Blood Charge","피 충전당 {0}%"
"{0}% per Frenzy Charge","격분 충전 하나당 {0}%"
"{0}% per Gale Force","강풍의 힘 하나당 {0}%"
"{0}% per Grand Spectrum","장대한 파장 하나당 {0}%"
"{0}% per Herald","전령 스킬당 {0}%"
"{0}% per Inspiration Charge","영감 충전당 {0}%"
"{0}% per Intensity","격렬함당 {0}%"
"{0}% per Nearby Enemies","근처의 적당 {0}%"
"{0}% per Power Charge","권능 충전 하나당 {0}%"
"{0}% per Rage, per Rage Effect","격노 효과당, 격노당 {0}%"
"{0}% per Removable Endurance Charge","인내 충전 소모당 {0}%"
"{0}% per Trauma Stacks","외상 중첩당 {0}%"
"{0}% per Withered Stack","위축 중첩당 {0}%"
"{0}% per {1} Accuracy","정확도 {1}당 {0}%"
"{0}% per {1} Dex","민첩 {1}당 {0}%"
"{0}% per {1} Int","지능 {1}당 {0}%"
"{0}% per {1} Life","생명력 {1}당 {0}%"
"{0}% per {1} Mana","마나 {1}당 {0}%"
"{0}% per {1} Rage, per Rage Effect","격노 효과당, 격노 {1}당 {0}%"
"{0}% per {1} Spell Block Chance","주문피해 막기 {1}%당 마나 재생속도 {0}% 증가"
"{0}% per {1} Str","힘 {1}당 {0}%"
"{0}% per {1} Total Charges","충전 하나당 {0}%"
"{0}% per {1} parent Devotion","최대 헌신 {1}당 {0}%"
"{0}% per {1} parent Life","최대 생명력 {1}당 {0}%"
"{0}% percent of armour applies","방어력 {0}% 적용"
"{0}% reduced","{0}% 감소"
"{0}% to Chaos","{0}% 카오스"
"{0}% to Cold","{0}% 냉기"
"{0}% to Fire","{0}% 화염"
"{0}% to Lightning","{0}% 번개"
"{0}{1}% per second)","^7{0}^8초당 ^7{1}%^8)"

"Self Damage Life Leech","명중 시 생명력 흡수"
"Self Damage Mana Leech","명중 시 마나 흡수"
"Self Double Stun Duration Chance","명중 시 기절 지속시간 2배"
"Condition: Main Hand Acc Rating Higher Than Max Life","조건: 정확도가 최대 생명력보다 높으면 공격 피해 증폭"
"Condition: Lifetap","조건: 생명력 전환"
"{0} (attack speed)","^7{0} ^8(공격 속도)"
"x {0} (duration)","^7x {0} ^8(지속시간)"
"{0} (base Physical damage) * {1} (sustainable trauma) = {2} Physical damage","^7{0} ^8(기본 물리 피해)^7 x {1} ^8(지속 가능한 외상)^7 = {2} ^8물리 피해"
"If Sigil Of Power Stage >= Sigil Of Power Max Stages","만약 힘의 부적 중첩 >= 힘의 부적 최대 중첩"
"Condition: Using Melee Weapon","조건: 근접 무기 사용"
"x 3.00 (multiplier from 100% chance to deal triple damage)","^7x 3.00 ^8(100% 확률로 3배의 피해를 입힐 수 있는 배수)"
"If Frost Shield Stage >= 1","만약 서리 방패 중첩 >= 1"
"{0} per Frost Shield Stage","서리 방패 중첩당 {0}"
