"#% increased Attack Speed","공격 속도 #% 증가"
"{0}% increased Attack Speed","공격 속도 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, 13% of Damage is taken from Mana before Life","최종 아틀라스 보스가 접근해 있는 동안, 받는 피해의 13%를 생명력 대신 마나로 소모"
"While a Pinnacle Atlas Boss is in your Presence, 14% of Damage is taken from Mana before Life","최종 아틀라스 보스가 접근해 있는 동안, 받는 피해의 14%를 생명력 대신 마나로 소모"

"#% increased Effect of Buffs granted by your Golems","골렘이 제공하는 버프 효과 #% 증가"
"{0}% increased Effect of Buffs granted by your Golems","골렘이 제공하는 버프 효과 {0}% 증가"
"(19-21)% increased Effect of Buffs granted by your Golems","골렘이 제공하는 버프 효과 (19-21)% 증가"
"(22-24)% increased Effect of Buffs granted by your Golems","골렘이 제공하는 버프 효과 (22-24)% 증가"
"(25-27)% increased Effect of Buffs granted by your Golems","골렘이 제공하는 버프 효과 (25-27)% 증가"
"(28-30)% increased Effect of Buffs granted by your Golems","골렘이 제공하는 버프 효과 (28-30)% 증가"
"(31-33)% increased Effect of Buffs granted by your Golems","골렘이 제공하는 버프 효과 (31-33)% 증가"
"(34-36)% increased Effect of Buffs granted by your Golems","골렘이 제공하는 버프 효과 (34-36)% 증가"
"While a Unique Enemy is in your Presence, #% increased Effect of Buffs granted by your Golems","고유 적이 접근해 있는 동안, 골렘이 제공하는 버프 효과 #% 증가"
"While a Unique Enemy is in your Presence, {0}% increased Effect of Buffs granted by your Golems","고유 적이 접근해 있는 동안, 골렘이 제공하는 버프 효과 {0}% 증가"
"While a Unique Enemy is in your Presence, (31-33)% increased Effect of Buffs granted by your Golems","고유 적이 접근해 있는 동안, 골렘이 제공하는 버프 효과 (31-33)% 증가"
"While a Unique Enemy is in your Presence, (34-36)% increased Effect of Buffs granted by your Golems","고유 적이 접근해 있는 동안, 골렘이 제공하는 버프 효과 (34-36)% 증가"
"While a Unique Enemy is in your Presence, (37-39)% increased Effect of Buffs granted by your Golems","고유 적이 접근해 있는 동안, 골렘이 제공하는 버프 효과 (37-39)% 증가"
"While a Unique Enemy is in your Presence, (40-42)% increased Effect of Buffs granted by your Golems","고유 적이 접근해 있는 동안, 골렘이 제공하는 버프 효과 (40-42)% 증가"
"While a Unique Enemy is in your Presence, (43-45)% increased Effect of Buffs granted by your Golems","고유 적이 접근해 있는 동안, 골렘이 제공하는 버프 효과 (43-45)% 증가"
"While a Unique Enemy is in your Presence, (46-48)% increased Effect of Buffs granted by your Golems","고유 적이 접근해 있는 동안, 골렘이 제공하는 버프 효과 (46-48)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, #% increased Effect of Buffs granted by your Golems","최종 아틀라스 보스가 접근해 있는 동안, 골렘이 제공하는 버프 효과 #% 증가"
"While a Pinnacle Atlas Boss is in your Presence, {0}% increased Effect of Buffs granted by your Golems","최종 아틀라스 보스가 접근해 있는 동안, 골렘이 제공하는 버프 효과 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (43-45)% increased Effect of Buffs granted by your Golems","최종 아틀라스 보스가 접근해 있는 동안, 골렘이 제공하는 버프 효과 (43-45)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (46-48)% increased Effect of Buffs granted by your Golems","최종 아틀라스 보스가 접근해 있는 동안, 골렘이 제공하는 버프 효과 (46-48)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (49-51)% increased Effect of Buffs granted by your Golems","최종 아틀라스 보스가 접근해 있는 동안, 골렘이 제공하는 버프 효과 (49-51)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (52-54)% increased Effect of Buffs granted by your Golems","최종 아틀라스 보스가 접근해 있는 동안, 골렘이 제공하는 버프 효과 (52-54)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (55-57)% increased Effect of Buffs granted by your Golems","최종 아틀라스 보스가 접근해 있는 동안, 골렘이 제공하는 버프 효과 (55-57)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (58-60)% increased Effect of Buffs granted by your Golems","최종 아틀라스 보스가 접근해 있는 동안, 골렘이 제공하는 버프 효과 (58-60)% 증가"

"#% increased effect of Non-Curse Auras from your Skills","자신의 비-저주 오라 스킬 효과 #% 증가"
"{0}% increased effect of Non-Curse Auras from your Skills","자신의 비-저주 오라 스킬 효과 {0}% 증가"
"(9-10)% increased effect of Non-Curse Auras from your Skills","자신의 비-저주 오라 스킬 효과 (9-10)% 증가"
"(11-12)% increased effect of Non-Curse Auras from your Skills","자신의 비-저주 오라 스킬 효과 (11-12)% 증가"
"(13-14)% increased effect of Non-Curse Auras from your Skills","자신의 비-저주 오라 스킬 효과 (13-14)% 증가"
"(15-16)% increased effect of Non-Curse Auras from your Skills","자신의 비-저주 오라 스킬 효과 (15-16)% 증가"
"(17-18)% increased effect of Non-Curse Auras from your Skills","자신의 비-저주 오라 스킬 효과 (17-18)% 증가"
"(19-20)% increased effect of Non-Curse Auras from your Skills","자신의 비-저주 오라 스킬 효과 (19-20)% 증가"
"While a Unique Enemy is in your Presence, #% increased effect of Non-Curse Auras from your Skills","고유 적이 접근해 있는 동안, 자신의 비-저주 오라 스킬 효과 #% 증가"
"While a Unique Enemy is in your Presence, {0}% increased effect of Non-Curse Auras from your Skills","고유 적이 접근해 있는 동안, 자신의 비-저주 오라 스킬 효과 {0}% 증가"
"While a Unique Enemy is in your Presence, (17-18)% increased effect of Non-Curse Auras from your Skills","고유 적이 접근해 있는 동안, 자신의 비-저주 오라 스킬 효과 (17-18)% 증가"
"While a Unique Enemy is in your Presence, (19-20)% increased effect of Non-Curse Auras from your Skills","고유 적이 접근해 있는 동안, 자신의 비-저주 오라 스킬 효과 (19-20)% 증가"
"While a Unique Enemy is in your Presence, (21-22)% increased effect of Non-Curse Auras from your Skills","고유 적이 접근해 있는 동안, 자신의 비-저주 오라 스킬 효과 (21-22)% 증가"
"While a Unique Enemy is in your Presence, (23-24)% increased effect of Non-Curse Auras from your Skills","고유 적이 접근해 있는 동안, 자신의 비-저주 오라 스킬 효과 (23-24)% 증가"
"While a Unique Enemy is in your Presence, (25-26)% increased effect of Non-Curse Auras from your Skills","고유 적이 접근해 있는 동안, 자신의 비-저주 오라 스킬 효과 (25-26)% 증가"
"While a Unique Enemy is in your Presence, (27-28)% increased effect of Non-Curse Auras from your Skills","고유 적이 접근해 있는 동안, 자신의 비-저주 오라 스킬 효과 (27-28)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, #% increased effect of Non-Curse Auras from your Skills","최종 아틀라스 보스가 접근해 있는 동안, 자신의 비-저주 오라 스킬 효과 #% 증가"
"While a Pinnacle Atlas Boss is in your Presence, {0}% increased effect of Non-Curse Auras from your Skills","최종 아틀라스 보스가 접근해 있는 동안, 자신의 비-저주 오라 스킬 효과 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (25-26)% increased effect of Non-Curse Auras from your Skills","최종 아틀라스 보스가 접근해 있는 동안, 자신의 비-저주 오라 스킬 효과 (25-26)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (27-28)% increased effect of Non-Curse Auras from your Skills","최종 아틀라스 보스가 접근해 있는 동안, 자신의 비-저주 오라 스킬 효과 (27-28)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (29-30)% increased effect of Non-Curse Auras from your Skills","최종 아틀라스 보스가 접근해 있는 동안, 자신의 비-저주 오라 스킬 효과 (29-30)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (31-32)% increased effect of Non-Curse Auras from your Skills","최종 아틀라스 보스가 접근해 있는 동안, 자신의 비-저주 오라 스킬 효과 (31-32)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (33-34)% increased effect of Non-Curse Auras from your Skills","최종 아틀라스 보스가 접근해 있는 동안, 자신의 비-저주 오라 스킬 효과 (33-34)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (35-36)% increased effect of Non-Curse Auras from your Skills","최종 아틀라스 보스가 접근해 있는 동안, 자신의 비-저주 오라 스킬 효과 (35-36)% 증가"

"#% increased Effect of your Curses","플레이어가 시전하는 저주 효과 #% 증가"
"{0}% increased Effect of your Curses","플레이어가 시전하는 저주 효과 {0}% 증가"
"7% increased Effect of your Curses","플레이어가 시전하는 저주 효과 7% 증가"
"8% increased Effect of your Curses","플레이어가 시전하는 저주 효과 8% 증가"
"9% increased Effect of your Curses","플레이어가 시전하는 저주 효과 9% 증가"
"10% increased Effect of your Curses","플레이어가 시전하는 저주 효과 10% 증가"
"11% increased Effect of your Curses","플레이어가 시전하는 저주 효과 11% 증가"
"12% increased Effect of your Curses","플레이어가 시전하는 저주 효과 12% 증가"
"While a Unique Enemy is in your Presence, #% increased Effect of your Curses","고유 적이 접근해 있는 동안, 플레이어가 시전하는 저주 효과 #% 증가"
"While a Unique Enemy is in your Presence, {0}% increased Effect of your Curses","고유 적이 접근해 있는 동안, 플레이어가 시전하는 저주 효과 {0}% 증가"
"While a Unique Enemy is in your Presence, 10% increased Effect of your Curses","고유 적이 접근해 있는 동안, 플레이어가 시전하는 저주 효과 10% 증가"
"While a Unique Enemy is in your Presence, 11% increased Effect of your Curses","고유 적이 접근해 있는 동안, 플레이어가 시전하는 저주 효과 11% 증가"
"While a Unique Enemy is in your Presence, 12% increased Effect of your Curses","고유 적이 접근해 있는 동안, 플레이어가 시전하는 저주 효과 12% 증가"
"While a Unique Enemy is in your Presence, 13% increased Effect of your Curses","고유 적이 접근해 있는 동안, 플레이어가 시전하는 저주 효과 13% 증가"
"While a Unique Enemy is in your Presence, 14% increased Effect of your Curses","고유 적이 접근해 있는 동안, 플레이어가 시전하는 저주 효과 14% 증가"
"While a Unique Enemy is in your Presence, 15% increased Effect of your Curses","고유 적이 접근해 있는 동안, 플레이어가 시전하는 저주 효과 15% 증가"
"While a Pinnacle Atlas Boss is in your Presence, #% increased Effect of your Curses","최종 아틀라스 보스가 접근해 있는 동안, 플레이어가 시전하는 저주 효과 #% 증가"
"While a Pinnacle Atlas Boss is in your Presence, {0}% increased Effect of your Curses","최종 아틀라스 보스가 접근해 있는 동안, 플레이어가 시전하는 저주 효과 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, 13% increased Effect of your Curses","최종 아틀라스 보스가 접근해 있는 동안, 플레이어가 시전하는 저주 효과 13% 증가"
"While a Pinnacle Atlas Boss is in your Presence, 14% increased Effect of your Curses","최종 아틀라스 보스가 접근해 있는 동안, 플레이어가 시전하는 저주 효과 14% 증가"
"While a Pinnacle Atlas Boss is in your Presence, 15% increased Effect of your Curses","최종 아틀라스 보스가 접근해 있는 동안, 플레이어가 시전하는 저주 효과 15% 증가"
"While a Pinnacle Atlas Boss is in your Presence, 16% increased Effect of your Curses","최종 아틀라스 보스가 접근해 있는 동안, 플레이어가 시전하는 저주 효과 16% 증가"
"While a Pinnacle Atlas Boss is in your Presence, 17% increased Effect of your Curses","최종 아틀라스 보스가 접근해 있는 동안, 플레이어가 시전하는 저주 효과 17% 증가"
"While a Pinnacle Atlas Boss is in your Presence, 18% increased Effect of your Curses","최종 아틀라스 보스가 접근해 있는 동안, 플레이어가 시전하는 저주 효과 18% 증가"

"#% increased effect of Offerings","공물 효과 #% 증가"
"{0}% increased effect of Offerings","공물 효과 {0}% 증가"
"(13-14)% increased effect of Offerings","공물 효과 (13-14)% 증가"
"(15-16)% increased effect of Offerings","공물 효과 (15-16)% 증가"
"(17-18)% increased effect of Offerings","공물 효과 (17-18)% 증가"
"(19-20)% increased effect of Offerings","공물 효과 (19-20)% 증가"
"(21-22)% increased effect of Offerings","공물 효과 (21-22)% 증가"
"(23-24)% increased effect of Offerings","공물 효과 (23-24)% 증가"
"While a Unique Enemy is in your Presence, #% increased effect of Offerings","고유 적이 접근해 있는 동안, 공물 효과 #% 증가"
"While a Unique Enemy is in your Presence, {0}% increased effect of Offerings","고유 적이 접근해 있는 동안, 공물 효과 {0}% 증가"
"While a Unique Enemy is in your Presence, (19-20)% increased effect of Offerings","고유 적이 접근해 있는 동안, 공물 효과 (19-20)% 증가"
"While a Unique Enemy is in your Presence, (21-22)% increased effect of Offerings","고유 적이 접근해 있는 동안, 공물 효과 (21-22)% 증가"
"While a Unique Enemy is in your Presence, (23-24)% increased effect of Offerings","고유 적이 접근해 있는 동안, 공물 효과 (23-24)% 증가"
"While a Unique Enemy is in your Presence, (25-26)% increased effect of Offerings","고유 적이 접근해 있는 동안, 공물 효과 (25-26)% 증가"
