"	-10% to all Resistances","	모든 원소 저항 -10%"
"	Tattoo of the Arohongui Scout","	아로호누이 정찰병의 문신"
"	Tattoo of the Arohongui Shaman","	아로호누이 주술사의 문신"
"	Tattoo of the Arohongui Warmonger","	아로호누이 전쟁광의 문신"
"	Tattoo of the Arohongui Warrior","	아로호누이 전사의 문신"
"	Tattoo of the Hinekora Deathwarden","	히네코라 죽음의 간수의 문신"
"	Tattoo of the Hinekora Makanga","	히네코라 마캉가의 문신"
"	Tattoo of the Hinekora Shaman","	히네코라 주술사의 문신"
"	Tattoo of the Hinekora Storyteller","	히네코라 이야기꾼의 문신"
"	Tattoo of the Hinekora Warmonger","	히네코라 전쟁광의 문신"
"	Tattoo of the Hinekora Warrior","	히네코라 전사의 문신"
"	Tattoo of the Kitava Blood Drinker","	키타바 피 흡수자의 문신"
"	Tattoo of the Kitava Heart Eater","	키타바 심장 포식자의 문신"
"	Tattoo of the Kitava Makanga","	키타바 마캉가의 문신"
"	Tattoo of the Kitava Rebel","	키타바 반란자의 문신"
"	Tattoo of the Kitava Shaman","	키타바 주술사의 문신"
"	Tattoo of the Kitava Warrior","	키타바 전사의 문신"
"	Tattoo of the Ngamahu Firewalker","	나마후 화염보행자의 문신"
"	Tattoo of the Ngamahu Makanga","	나마후 마캉가의 문신"
"	Tattoo of the Ngamahu Shaman","	나마후 주술사의 문신"
"	Tattoo of the Ngamahu Warmonger","	나마후 전쟁광의 문신"
"	Tattoo of the Ngamahu Warrior","	나마후 전사의 문신"
"	Tattoo of the Ngamahu Woodcarver","	나마후 목각사의 문신"
"	Tattoo of the Ramako Archer","	라마코 궁수의 문신"
"	Tattoo of the Ramako Fleetfoot","	라마코 쾌속병의 문신"
"	Tattoo of the Ramako Makanga","	라마코 마캉가의 문신"
"	Tattoo of the Ramako Scout","	라마코 정찰병의 문신"
"	Tattoo of the Ramako Shaman","	라마코 주술사의 문신"
"	Tattoo of the Ramako Sniper","	라마코 저격수의 문신"
"	Tattoo of the Rongokurai Brute","	롱고쿠라이 돌격병의 문신"
"	Tattoo of the Rongokurai Goliath","	롱고쿠라이 골리앗의 문신"
"	Tattoo of the Rongokurai Guard","	롱고쿠라이 수호병의 문신"
"	Tattoo of the Rongokurai Makanga","	롱고쿠라이 마캉가의 문신"
"	Tattoo of the Rongokurai Turtle","	롱고쿠라이 거북이의 문신"
"	Tattoo of the Rongokurai Warrior","	롱고쿠라이 전사의 문신"
"	Tattoo of the Tasalio Bladedancer","	타살리오 검의 무희의 문신"
"	Tattoo of the Tasalio Makanga","	타살리오 마캉가의 문신"
"	Tattoo of the Tasalio Scout","	타살리오 정찰병의 문신"
"	Tattoo of the Tasalio Shaman","	타살리오 주술사의 문신"
"	Tattoo of the Tasalio Tideshifter","	타살리오 파도변화술사의 문신"
"	Tattoo of the Tasalio Warrior","	타살리오 전사의 문신"
"	Tattoo of the Tawhoa Herbalist","	타호아 약초상의 문신"
"	Tattoo of the Tawhoa Makanga","	타호아 마캉가의 문신"
"	Tattoo of the Tawhoa Naturalist","	타호아 박물학자의 문신"
"	Tattoo of the Tawhoa Scout","	타호아 정찰병의 문신"
"	Tattoo of the Tawhoa Shaman","	타호아 주술사의 충성 문신"
"	Tattoo of the Tawhoa Warrior","	타호아 전사의 문신"
"	Tattoo of the Tukohama Brawler","	투코하마 싸움꾼의 문신"
"	Tattoo of the Tukohama Makanga","	투코하마 마캉가의 문신"
"	Tattoo of the Tukohama Shaman","	투코하마 주술사의 문신"
"	Tattoo of the Tukohama Warcaller","	투코하마 전쟁 소집자의 문신"
"	Tattoo of the Tukohama Warmonger","	투코하마 전쟁광의 문신"
"	Tattoo of the Tukohama Warrior","	투코하마 전사의 문신"
"	Tattoo of the Valako Makanga","	발라코 마캉가의 문신"
"	Tattoo of the Valako Scout","	발라코 정찰병의 문신"
"	Tattoo of the Valako Shaman","	발라코 주술사의 문신"
"	Tattoo of the Valako Shieldbearer","	발라코 방패 운반자의 문신"
"	Tattoo of the Valako Stormrider","	발라코 태풍의 기수의 문신"
"	Tattoo of the Valako Warrior","	발라코 전사의 문신"
"	Tawhoa, Forest's Strength","	숲의 힘, 타호아"
"	Tempered Arrowheads","	단조한 화살촉"
"	Tempest Blast","	폭풍 강타"
"	Templar Ascendancy","	템플러 전직"
"	Templar/Witch","	템플러/위치"
"	Tempt the Storm","	태풍 유혹"
"	Tenacity","	완강"
"	Tenacity","	참을성"
"	Testudo","	귀갑 방패"
"	Thaumophage","	마석 항체"
"	The Agnostic","	불가지론자"
"	The Impaler","	꿰뚫는 자"
"	Thick Skin","	두꺼운 가죽"
"	Thief's Craft","	도둑의 술책"
"	Thrill Killer","	살인마"
"	Throatseeker","	숨통 노리기"
"	Thunderstruck","	벼락 직격"
"	Time of Need","	긴요한 시기"
"	Tireless","	끈기"
"	Titanic Impacts","	거대한 충격"
"	Titanic Swings","	거대한 휘두르기"
"	Tolerance","	내성"
"	Totem Attack and Cast Speed","	토템 공격 및 시전 속도"
"	Totem Attack and Placement Speed","	토템 공격 및 설치 속도"
"	Totem Critical Strike Chance and Multiplier","	토템 치명타 확률 및 배율"
"	Totem Critical Strike Chance","	토템 치명타 확률"
"	Totem Critical Strike Multiplier","	토템 치명타 피해 배율"
"	Totem Damage and Attack Speed","	토템 피해 및 공격 속도"
"	Totem Damage and Placement Speed","	토템 피해 및 설치 속도"
"	Totem Life and Elemental Resistances","	토템 생명력 및 원소 저항"
"	Totem Life and Physical Damage Reduction","	토템 생명력 및 물리 피해 감소"
"	Totem Life and Placement Speed","	토템 생명력 및 배치 속도"
"	Totem Mastery","	토템 숙련"
"	Totem Placement Speed and Duration","	토템 설치 속도 및 지속시간"
"	Totemic Zeal","	토템의 열의"
"	Touch of Cruelty","	잔혹한 손길"
"	Towering Threat","	맹렬한 위협"
"	Toxic Delivery","	맹독성 전달"
"	Toxic Strikes","	맹독성 일격"
"	Tranquility","	고요함"
"	Trap Cooldown Recovery","	덫 재사용 대기시간 회복"
"	Trap Critical Strike Chance and Multiplier","	덫 치명타 확률 및 배율"
"	Trap Damage","	덫 피해"
"	Trap Mastery","	덫 숙련"
"	Trap Throwing Speed and Trigger Area","	덫 투척 속도 및 발동 범위"
"	Trap Throwing Speed","	덫 투척 속도"
"	Trap Trigger Area","	덫 발동 범위"
"	Trap and Mine Damage","	덫 및 지뢰 피해 보조"
"	Trap and Mine Damage, Elemental Resistances","	덫 및 지뢰 피해, 원소 저항"
"	Trap and Mine Damage, Mine Throwing Speed","	덫과 지뢰 피해, 지뢰 투척 속도"
"	Trap and Mine Damage, Movement Speed","	덫과 지뢰 피해, 이동 속도"
"	Trap and Mine Damage, Trap Throwing Speed","	덫과 지뢰 피해, 덫 투척 속도"
"	Trap and Mine Throwing Speed","	덫과 지뢰 투척 속도"
"	Trial of the Faith","	신념의 시험"
"	Tribal Fury","	부족의 광분"
"	Trick Shot","	기교 사격"
"	Trickery","	계략"
"	Trickster","	트릭스터"
"	True Strike","	정확한 일격"
"	Tukohama, War's Herald","	전쟁의 전령, 투코하마"
"	Twin Terrors","	쌍수의 공포"
"	Two Hand Mastery","	양손 숙련"
"	Two Handed Attack Speed","	양손 공격 속도"
"	Two Handed Melee Accuracy","	양손 근접 정확도"
"	Two Handed Melee Critical Strike Chance and Accuracy","	양손 근접 치명타 확률 및 정확도"
"	Two Handed Melee Damage and Area of Effect","	양손 근접 피해 및 효과 범위"
"	Two Handed Melee Damage and Attack Speed","	양손 근접 피해 및 공격 속도"
"	Two Handed Melee Damage and Leech","	양손 근접 피해 및 흡수"
"	Two Handed Melee Damage and Life Leech Speed","	양손 근접 피해 및 생명력 흡수 속도"
"	Two Handed Melee Damage and Reduced Enemy Stun Threshold","	양손 근접 피해 및 적 기절 한계치 감소"
"	Two Handed Melee Damage and Stun Duration","	양손 근접 피해 및 기절 지속시간"
"	Two Handed Melee Damage","	양손 근접 피해"
"	Unbreakable","	무적"
"	Uncompromising","	타협 불가"
"	Undeniable","	명명백백"
"	Undertaker","	장의사"
"	Unfaltering","	단호함"
"	Unflinching","	불굴"
"	Unholy Authority","	불경한 권위"
"	Unholy Grace","	불경한 은총"
"	Unleashed Potential","	해방된 잠재력"
"	Unnatural Calm","	기이한 고요"
"	Unnatural Strength","	초자연적인 힘"
"	Unrelenting","	분투"
"	Unspeakable Gifts","	형언불가"
"	Unstable Infusion","	불안정한 주입"
"	Unstable Munitions","	불안정한 탄약"
"	Unstoppable Hero","	무적의 영웅"
"	Unstoppable","	폭주"
"	Untiring","	견인불발"
"	Untouchable","	무적의"
"	Unwavering Crusade","	변함없는 성전"
"	Unwavering Faith","	변함없는 믿음"
"	Unwavering Focus","	변함없는 집중"
"	Unwavering Stance","	변함없는 자세"
"	Unwaveringly Evil","	변함없는 악"
"	Unyielding","	완고"
"	Utmost Intellect","	극에 이른 지능"
"	Utmost Might","	극에 이른 힘"
"	Utmost Swiftness","	극에 이른 속도"
"	Vaal Pact","	바알의 계약"
"	Valako, Storm's Embrace","	폭풍으로 감싸는 자, 발라코"
"	Vampirism","	흡혈"
"	Vanquisher","	격퇴자"
"	Vast Power","	광대한 권능"
"	Vengeant Cascade","	빗발치는 응징"
"	Versatile Combatant","	유연한 전투원"
"	Versatility","	융통성"
"	Veteran Bowyer","	노련한 활장이"
"	Veteran Defender","	노련한 방어"
"	Veteran Soldier","	역전 용사"
"	Vicious Bite","	포악한 이빨"
"	Vicious Guard","	포악한 방어"
"	Vicious Skewering","	포악한 꿰기"
"	Victim Maker","	제물 제조기"
"	Vigour","	활력"
"	Vile Bastion","	끔찍한 보루"
"	Vile Reinvigoration","	끔찍한 재활"
"	Violent Retaliation","	격렬한 보복"
"	Vital Focus","	필수적인 집중"
"	Vitality Void","	활력 비우기"
"	Vivid Hues","	선명한 빛깔"
"	Void Barrier","	공허 방어막"
"	Void Beacon","	공허의 등불"
"	Volatile Mines","	폭발성 지뢰"
"	Volatile Presence","	휘발성 존재"
"	WITCH","	위치"
"	Wall of Muscle","	근육 벽"
"	Wand Attack Speed and Accuracy","	마법봉 공격 속도 및 정확도"
"	Wand Critical Strike Chance and Multiplier","	마법봉 치명타 확률 및 피해"
"	Wand Damage and Attack Speed","	마법봉 피해 및 공격 속도"
"	Wand Damage","	마법봉 피해"
"	Wand Elemental Damage and Penetration","	마법봉 원소 피해 및 관통"
"	Wand Elemental Damage","	마법봉 원소 피해"
"	Wand Lightning Damage","	마법봉 번개 피해"
"	Wand Mastery","	마법봉 숙련"
"	Wand Physical Damage and Attack Speed","	마법봉 물리 피해 및 공격 속도"
"	Wand Physical Damage","	마법봉 물리 피해"
"	Wandslinger","	마법봉 투척가"
"	War Bringer","	전쟁 인도자"
"	Warcry Area of Effect","	함성 효과 범위"
"	Warcry Buff Effect","	함성 버프 효과"
"	Warcry Cooldown Recovery and Area of Effect","	함성 재사용 대기시간 회복 및 효과 범위"
"	Warcry Cooldown Recovery and Duration","	함성 재사용 대기시간 회복 및 지속기간"
"	Warcry Cooldown Recovery and Exerted Attack Damage","	함성 재사용 대기시간 회복 및 전력 공격 피해"
"	Warcry Cooldown Recovery","	함성 재사용 대기시간 회복"
"	Warcry Duration and Buff Effect","	함성 지속시간 및 버프 효과"
"	Warcry Duration","	함성 지속시간"
"	Warcry Mastery","	함성 숙련"
"	Warcry Speed and Area of Effect","	함성 속도 및 효과 범위"
"	Warcry Speed and Cooldown Recovery","	함성 속도 및 재사용 대기시간 회복"
"	Warcry Speed and Duration","	함성 속도 및 지속시간"
"	Warcry Speed and Exerted Attack Damage","	함성 속도 및 전력 공격 피해"
"	Warcry Speed","	함성 속도"
"	Warning Call","	경고 신호"
"	Warrior Training","	전사 훈련"
"	Warrior's Blood","	전사의 피"
"	Wasting Affliction","	쓸모없는 고통"
"	Wasting","	소모성"
"	Watchtowers","	감시 포탑"
"	Way of the Poacher","	밀렵꾼의 길"
"	Way of the Warrior","	전사의 길"
"	Weapon Artistry","	무기의 예술성"
"	Weapon Cold Damage","	무기 냉기 피해"
"	Weapon Elemental Damage and Ailment Effect","	무기 원소 피해 및 상태 이상 효과"
"	Weapon Elemental Damage","	무기 원소 피해"
"	Weapon Elemental Damage, Status Ailment Chance","	무기 원소 피해, 상태 이상 확률"
"	Weapon Fire Damage","	무기 화염 피해"
"	Weapon Lightning Damage","	무기 번개 피해"
"	Weathered Hunter","	풍파에 시달린 사냥꾼"
"	Weight Advantage","	중량의 우위"
"	Whirling Barrier","	소용돌이 방어막"
"	Whispers of Doom","	멸망의 속삭임"
"	Whispers of Doom","	파멸의 속삭임"
"	Wicked Pall","	사악한 휘장"
"	Wicked Ward","	사악한 수호"
"	Widespread Destruction","	광범위 파괴"
"	Will Shaper","	의지 형성자"
"	Will of Blades","	칼날의 의지"
"	Wind Dancer","	바람의 무희"
"	Wind Ward","	바람 수호"
"	Wind-up","	마무리 일격"
"	Window of Opportunity","	기회의 창"
"	Winter Prowler","	겨울 배회자"
"	Winter Spirit","	겨울의 혼백"
"	Winter's Embrace","	겨울의 포옹"
"	Wisdom of the Glade","	숲의 지혜"
"	Wish for Death","	죽음 갈망"
"	Witch Ascendancy","	위치 전직"
"	Withering Presence","	고사시키는 존재"
"	Wizardry","	기묘한 마법"
"	Worthy Foe","	호적수"
"	Wound Aggravation","	상처 악화"
"	Wrapped in Flame","	휘감은 화염"
"	Wrecking Ball","	파괴구"
"	Written in Blood","	혈서"
"	Zealot's Oath","	맹신자의 서약"

"Show Latest/Trending builds:", "최신 유행 빌드 표시:"
"Show search circles at viewport edge", "뷰포트 가장자리에 검색 원 표시"
"If updating while inside a build, please re-load the build after saving.","빌드 내부에서 업데이트하는 경우, 저장 후 빌드를 다시 로드하세요."
"Overrides the default hex colour for highlighting nodes in passive tree search. ","패시브 트리 검색에서 노드를 강조 표시하는 기본 16진수 색상을 덮어씁니다."
"Overrides the default hex colour for positive values in breakdowns. ","세부 분석에서 음수 값을 나타내는 기본 16진수 색상을 덮어씁니다."
"Overrides the default hex colour for negative values in breakdowns. ","세부 분석에서 양수 값을 나타내는 기본 16진수 색상을 덮어씁니다."
"Expected format is 0x000000. The default value is 0xFF0000","예상 포멧은 0x000000이며 기본값은 0xFF0000 입니다."
"Expected format is 0x000000. The default value is 0xDD0022.","예상 포멧은 0x000000이며 기본값은 0xDD0022 입니다."
"Expected format is 0x000000. The default value is 0x33FF77.","예상 포멧은 0x000000이며 기본값은 0x33FF77 입니다."
"Set the default level of your builds. If this is higher than 1, manual level mode will be enabled by default in new builds.","빌드의 기본 레벨을 설정합니다. 이 값이 1보다 높으면, 새 빌드에서 수동 레벨 모드가 기본으로 활성화됩니다."

"Repeat mode:","반복 방식:"
"Do you have Everlasting Sacrifice?","영원히 계속되는 희생을 갖고 있습니까?"
"This option enables the Everlasting Sacrifice buff that grants +5% to all maximum resists.","이 옵션은 모든 최대 저항력에 +5%를 부여하는 영원히 계속되는 희생 버프를 활성화합니다."
"Do your hits always stun?","당신의 타격은 항상 기절시킵니까?"
"This enables the conditional culling strike from the mace mastery.","이는 철퇴 숙련도의 조건부 마무리 타격을 활성화합니다."
"# of Mines per throw:","투척당 지뢰 수:"
"This will override the number of Mines per throw","이 옵션은 투척당 지뢰 수를 덮어씁니다."
"# of Traps per throw:","투척당 덫 수:"
"This will override the number of Traps per throw","이 옵션은 투척당 덫의 수를 덮어씁니다."
"Is Champion's Intimidate active?","챔피온의 위협이 활성화되었습니까?"
"Mana Burn Stacks:","마나 연소 중첩"
"Mana Burn Applies a 1% of mana degen per stack","마나 연소는 1초마다 중첩당 최대 마나의 1%를 잃습니다."
"This also applies Weeping Wounds if the Keystone is Allocated","키스톤이 할당된 경우 울부짖는 상처도 적용됩니다."
"Do you have a Tincture active?","팅크가 활성화되었습니까?"
"This is automatically enabled if you have a tincture active,","이 옵션은 팅크가 활성화된 경우 자동으로 활성화되지만,"
"but you can use this option to force it if necessary.","필요 시 이를 강제로 사용할 수 있습니다."
"Do you have Chaotic Might?","혼돈의 완력을 갖고 있습니까?"
"Do your minions have Chaotic Might?","소환수가 혼돈의 완력을 갖고 있습니까?"
"Chance To Ignore PDR Mode:","물리피해감소 무시확률 방식:"
"Enemy in Your Presence Duration","적이 당신 옆에 있는 시간:"
