" Beyond Bosses cannot spawn","이계 보스가 생성되지 않음"
"{0}% increased Rarity of Items Dropped by enemies Slain by Minions or This Attack","소환수 또는 이 공격으로 처치한 적이 떨어뜨리는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items Dropped by enemies Slain by Minions","소환수가 처치한 적이 떨어뜨리는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items Dropped by enemies Slain by this Spell or Minions","이 주문 또는 소환수가 처치한 적이 떨어뜨리는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items Found from Chests","상자에서 발견하는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items contained in Vaal Vessel","바알 그릇에 포함된 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items dropped by Enemies Shattered by Glacial Hammer","빙하 망치로 산산이 조각난 적이 떨어뜨리는 아이템의 희귀도 {0}% 증가"
"{0}% increased Rarity of Items dropped by Unique Boss","고유 보스가 떨어뜨리는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items dropped in Heists","강탈에서 떨어지는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items found during Effect","효과를 받는 동안 발견하는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items found during any Flask Effect","아무 플라스크나 효과를 받는 동안 발견하는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items found from Slain Unique Enemies","고유 적 처치 시 발견하는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items found in Nightmare","악몽에서 발견하는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items found in this Area","이 지역에서 발견하는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items found when on Low Life","낮은 생명력 상태일 때 발견하는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items found while Phasing","차원 능력 상태에서 발견하는 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items found with a Normal Item Equipped","일반 아이템 장착 시 발견 아이템 희귀도 {0}% 증가"
"{0}% increased Rarity of Items found","발견하는 아이템 희귀도 {0}% 증가"
"{0}% increased Reap Area of Effect","낫질 효과 범위 {0}% 증가"
"{0}% increased Reave Damage","약탈 피해 {0}% 증가"
"{0}% increased Reave Radius","약탈의 반경 {0}% 증가"
"{0}% increased Reckoning Damage","징벌 피해 {0}% 증가"
"{0}% increased Recovery Rate of Life and Energy Shield per Minion, up to {1}%","소환수 하나당 생명력 및 에너지 보호막 회복 속도 {0}% 증가, 최대 {1}%"
"{0}% increased Recovery Rate of Life, Mana and Energy Shield if you've Killed an Enemy affected by your Damage Over Time Recently","최근 4초 이내 지속 피해의 영향을 받은 적을 처치한 경우 생명력, 마나 및 에너지 보호막 회복 속도 {0}% 증가"
"{0}% increased Recovery Rate of Life, Mana and Energy Shield per Endurance Charge","인내 충전 하나당 생명력, 마나 및 에너지 보호막 회복 속도 {0}% 증가"
"{0}% increased Recovery Rate of Life, Mana and Energy Shield","할당된 문신이 있는 부족 하나당"
"{0}% increased Recovery rate of Life and Energy Shield if you've stopped taking Damage Over Time Recently","최근 4초 이내 받는 지속 피해가 끝난 경우 생명력 및 에너지 보호막의 회복 속도 {0}% 증가"
"{0}% increased Recovery rate of Life and Energy Shield per Power Charge","권능 충전 하나당 생명력 및 에너지 보호막 회복 속도 {0}% 증가"
"{0}% increased Recovery rate of Life and Energy Shield while affected by Malevolence","악의의 영향을 받는 동안 생명력 및 에너지 보호막 회복 속도 {0}% 증가"
"{0}% increased Recovery rate of Life and Energy Shield","생명력 및 에너지 보호막 회복 속도 {0}% 증가"
"{0}% increased Recovery rate","회복 속도 {0}% 증가"
"{0}% increased Reeling Stability","줄 감기 안정도 {0}% 증가"
"{0}% increased Reflected Cold Damage taken while affected by Purity of Ice","얼음의 순수함의 영향을 받는 동안 반사 냉기 피해 {0}% 증가"
"{0}% increased Reflected Damage taken during Effect","효과를 받는 동안 받는 반사 피해 {0}% 증가"
"{0}% increased Reflected Damage taken","받는 피해 반사 {0}% 증가"
"{0}% increased Reflected Elemental Damage taken while affected by Purity of Elements","원소의 순수함의 영향을 받는 동안 받는 반사 원소 피해 {0}% 증가"
"{0}% increased Reflected Elemental Damage taken","반사로 받는 원소 피해 {0}% 증가"
"{0}% increased Reflected Fire Damage taken while affected by Purity of Fire","불의 순수함의 영향을 받는 동안 받는 반사 화염 피해 {0}% 증가"
"{0}% increased Reflected Lightning Damage taken while affected by Purity of Lightning","번개의 순수함의 영향을 받는 동안 받는 반사 번개 피해 {0}% 증가"
"{0}% increased Reflected Physical Damage taken while affected by Determination","결의의 영향을 받는 동안 받는 반사 물리 피해 {0}% 증가"
"{0}% increased Reflected Physical Damage taken","반사로 받는 물리 피해 {0}% 증가"
"{0}% increased Rejuvenation Totem Aura Effect","회복 토템 오라 효과 {0}% 증가"
"{0}% increased Relevancy of Items Found","발견하는 아이템 관련도 {0}% 증가"
"{0}% increased Reservation Efficiency of Curse Aura Skills","저주 오라 스킬의 점유 효율 {0}% 증가"
"{0}% increased Reservation Efficiency of Skills while affected by a Unique Abyss Jewel","고유 심연 주얼의 영향을 받는 동안 스킬의 점유 효율 {0}% 증가"
"{0}% increased Reservation Efficiency of Skills","스킬의 점유 효율 {0}% 증가"
"{0}% increased Reservation Efficiency","점유 효율 {0}% 증가"
"{0}% increased Reservation of Banner Skills","깃발 스킬의 점유 {0}% 증가"
"{0}% increased Reservation of Curse Aura Skills","저주 오라 스킬의 점유 {0}% 증가"
"{0}% increased Reservation of Herald Skills","전령 스킬의 점유 {0}% 증가"
"{0}% increased Reservation of Skills per {1} total Attributes","총 능력치 {1}당 스킬의 점유 {0}% 증가"
"{0}% increased Reservation of Skills that throw Mines","지뢰 투척 스킬의 점유 {0}% 증가"
"{0}% increased Reservation of Skills","스킬의 점유 {0}% 증가"
"{0}% increased Reservation of Stance Skills","태세 스킬의 점유 {0}% 증가"
"{0}% increased Reservation","점유 {0}% 증가"
"{0}% increased Resolve Aegis","투지 비호 {0}% 증가"
"{0}% increased Resolve Recovered","투지 회복량 {0}% 증가"
"{0}% increased Rewards","보상 {0}% 증가"
"{0}% increased Righteous Fire Area of Effect","정의의 화염 효과 범위 {0}% 증가"
"{0}% increased Righteous Fire Damage","정의의 화염 피해 {0}% 증가"
"{0}% increased Riposte Damage","반격 피해 {0}% 증가"
"{0}% increased Rogue's Markers dropped by monsters","몬스터가 떨어뜨리는 도둑의 증표 {0}% 증가"
"{0}% increased Rolling Magma Area of Effect","몰려오는 마그마 효과 범위 {0}% 증가"
"{0}% increased Rolling Magma Damage","몰려오는 마그마 피해 {0}% 증가"
"{0}% increased Scorching Ray Cast Speed","작열 광선 시전 속도 {0}% 증가"
"{0}% increased Scorching Ray Damage","작열 광선 피해 {0}% 증가"
"{0}% increased Scorching Ray beam length","작열 광선 사거리 {0}% 증가"
"{0}% increased Seal gain frequency while you are Channelling","집중 유지하는 동안 봉인 획득 빈도 {0}% 증가"
"{0}% increased Seal gain frequency while you are not Channelling","집중 유지를 하지 않는 동안 봉인 획득 빈도 {0}% 증가"
"{0}% increased Searing Bond Damage","불타는 굴레 피해 {0}% 증가"
"{0}% increased Searing Bond Totem Elemental Resistances","불타는 굴레 토템 원소 저항 {0}% 증가"
"{0}% increased Searing Bond Totem Placement Speed","불타는 굴레 토템 설치 속도 {0}% 증가"
"{0}% increased Secondary Duration","2차 지속시간 {0}% 증가"
"{0}% increased Sentinel of Absolution Duration","면죄의 파수꾼 지속시간 {0}% 증가"
"{0}% increased Sentinel of Dominance Duration","지배의 파수꾼 지속시간 {0}% 증가"
"{0}% increased Shard Spiral Frequency during flight","비행하는 동안 파편의 소용돌이 빈도 {0}% 증가"
"{0}% increased Shard Spiral angle during flight","비행하는 동안 파편 소용돌이 각도 {0}% 증가"
"{0}% increased Shield Charge Attack Speed","방패 돌진 공격 속도 {0}% 증가"
"{0}% increased Shield Charge Damage per Enemy Hit","명중한 적 하나당 방패 돌진 피해 {0}% 증가"
"{0}% increased Shield Charge Damage","방패 돌진 피해 {0}% 증가"
"{0}% increased Shield Crush Attack Speed","방패 타쇄 공격 속도 {0}% 증가"
"{0}% increased Shield Crush Damage","방패 타쇄 피해 {0}% 증가"
"{0}% increased Shock Duration on Enemies","적에게 적용되는 감전 지속시간 {0}% 증가"
"{0}% increased Shock Duration on enemies","적에게 적용되는 감전 지속시간 {0}% 증가"
"{0}% increased Shock Duration on you","플레이어에게 적용되는 감전 지속시간 {0}% 증가"
"{0}% increased Shock Nova Area of Effect","충격 폭발 효과 범위 {0}% 증가"
"{0}% increased Shock Nova Damage","충격 폭발 피해 {0}% 증가"
"{0}% increased Shockwave Totem Area of Effect","충격파 토템 효과 범위 {0}% 증가"
"{0}% increased Shockwave Totem Cast Speed","충격파 토템 시전 속도 {0}% 증가"
"{0}% increased Shockwave Totem Damage","충격파 토템 피해 {0}% 증가"
"{0}% increased Shrapnel Ballista attack speed per Shrapnel Ballista Totem","파편 쇠뇌 공격 속도가 파편 쇠뇌 토템 하나당 {0}% 증가"
"{0}% increased Siege Ballista attack speed per Siege Ballista Totem","공성 쇠뇌 공격 속도가 공성 쇠뇌 토템 하나당 {0}% 증가"
"{0}% increased Siege and Shrapnel Ballista attack speed per maximum Summoned Totem","공성 및 파편 쇠뇌 공격 속도가 토템 소환 최대치당 {0}% 증가"
"{0}% increased Size of Fish caught during Daytime","낮에 잡는 물고기 크기 {0}% 증가"
"{0}% increased Size of Synthesised Monster Packs","결합 몬스터 무리 규모 {0}% 증가"
"{0}% increased Skeleton Attack Speed","해골의 공격 속도 {0}% 증가"
"{0}% increased Skeleton Cast Speed","해골의 시전 속도 {0}% 증가"
"{0}% increased Skeleton Duration","해골 지속시간 {0}% 증가"
"{0}% increased Skeleton Movement Speed","해골의 이동 속도 {0}% 증가"
"{0}% increased Skill Cooldown","스킬 재사용 대기시간 {0}% 증가"
"{0}% increased Skill Duration per Frenzy Charge removed","격분 충전을 소모할 때마다 스킬 지속시간 {0}% 증가"
"{0}% increased Skill Effect Duration if you've Killed a Maimed Enemy Recently","최근 4초 이내 힘줄 절단된 적을 처치한 경우 스킬 효과 지속시간 {0}% 증가"
"{0}% increased Skill Effect Duration while affected by Malevolence","악의의 영향을 받는 동안 스킬 효과 지속시간 {0}% 증가"
"{0}% increased Skill Effect Duration","스킬 효과 지속시간 {0}% 증가"
"{0}% increased Skill Range","스킬 범위 {0}% 증가"
"{0}% increased Smoke Mine Duration","연막 지뢰 지속시간 {0}% 증가"
"{0}% increased Socket Connectivity","홈 연결 {0}% 증가"
"{0}% increased Soul Gain Prevention Duration","영혼 획득 방지 지속시간 {0}% 증가"
"{0}% increased Soul Link Duration","영혼의 연결 지속시간 {0}% 증가"
"{0}% increased Spark Damage","전기불꽃 피해 {0}% 증가"
"{0}% increased Spark Duration when Cast by a Totem while you also have a Lightning Tendrils Spell Totem","덩굴 번개 주문 토템을 보유한 상태에서 토템에 의해 시전된 전기불꽃의 지속시간 {0}% 증가"
"{0}% increased Spark Duration","전기불꽃 지속시간 {0}% 증가"
"{0}% increased Spark Projectile Speed","전기불꽃 투사체 속도 {0}% 증가"
"{0}% increased Spectral Helix Damage","영체 나선 피해 {0}% 증가"
"{0}% increased Spectral Helix Projectile Speed","영체 나선 투사체 속도 {0}% 증가"
"{0}% increased Spectral Shield Throw Damage","환영 방패 투척 피해 {0}% 증가"
"{0}% increased Spectral Shield Throw Projectile Speed","환영 방패 투척 투사체 속도 {0}% 증가"
"{0}% increased Spectral Throw Damage","환영 무기 투척 피해 {0}% 증가"
"{0}% increased Spectral Throw Projectile Deceleration","환영 무기 투척 투사체 감속 {0}% 증가"
"{0}% increased Spectral Throw Projectile Speed","환영 무기 투척 투사체 속도 {0}% 증가"
"{0}% increased Spell Cold Damage","주문 냉기 피해 {0}% 증가"
"{0}% increased Spell Damage during any Flask Effect","아무 플라스크나 효과를 받는 동안 주문 피해 {0}% 증가"
"{0}% increased Spell Damage for each {1} total Mana you have Spent Recently, up to 2000%","최근 4초 이내 사용한 마나 {1}당 주문 피해 {0}% 증가, 최대 2,000% 증가"
"{0}% increased Spell Damage if Corrupted","타락 시 주문 피해 {0}% 증가"
"{0}% increased Spell Damage if you or your Totems have Killed in the past {1} seconds","지난 {1}초 이내에 자신 또는 자신의 토템이 적을 처치한 경우 주문 피해 {0}% 증가"
"{0}% increased Spell Damage if you've Blocked Recently","최근 4초 이내 막기에 성공한 경우 주문 피해 {0}% 증가"
"{0}% increased Spell Damage if you've Cast a Spell Recently","최근 4초 이내 주문을 시전한 경우 주문 피해 {0}% 증가"
"{0}% increased Spell Damage if you've dealt a Critical Strike Recently","최근 4초 이내 치명타 명중 시 주문 피해 {0}% 증가"
"{0}% increased Spell Damage if you've dealt a Critical Strike in the past {1} seconds","지난 {1}초 이내 치명타 명중 시 주문 피해 {0}% 증가"
"{0}% increased Spell Damage if your other Ring is an Elder Item","자신의 다른 반지가 엘더 아이템인 경우 주문 피해 {0}% 증가"
"{0}% increased Spell Damage per Level","1레벨당 주문 피해 {0}% 증가"
"{0}% increased Spell Damage per Power Charge","권능 충전 하나당 주문 피해 {0}% 증가"
"{0}% increased Spell Damage per {1} Dexterity","민첩 {1}당 주문 피해 {0}% 증가"
"{0}% increased Spell Damage per {1} Intelligence","지능 {1}당 주문 피해 {0}% 증가"
