
"Abandoned Abode","버려진 거처"
"Soul Breach","영혼 균열"
"Soul Breaker","영혼 분쇄기"
"Soul Breath","영혼 숨결"
"Soul Breeze","영혼 바람"
"Soul Brow","영혼 이마"
"Soul Buckle","영혼 버클"
"Soul Bulwark","영혼 방벽"
"Soul Burst","영혼 격발"
"Soul Butcher","영혼 도살자"
"Soul Cage","영혼 창살"
"Soul Caldera","영혼 칼데라"
"Soul Call","영혼 소환"
"Soul Campaign","영혼 작전"
"Soul Carapace","영혼 등딱지"
"Soul Caress","영혼 손길"
"Soul Cast","영혼 던지기"
"Soul Challenge","영혼 도전"
"Soul Chambers","영혼 방"
"Soul Chant","영혼 노래"
"Soul Charm","영혼 부적"
"Soul Choker","영혼 목줄"
"Soul Chum","영혼 밑밥"
"Soul Circle","영혼 고리"
"Soul Clasp","영혼 걸쇠"
"Soul Claw","영혼 클로"
"Soul Cloak","영혼 망토"
"Soul Clutches","영혼 손아귀"
"Soul Coat","영혼 외투"
"Soul Coffers","영혼 궤짝"
"Soul Coil","영혼 감개"
"Soul Collar","영혼 목걸이"
"Soul Colony","영혼 식민지"
"Soul Construct","영혼 구조물"
"Soul Contraption","영혼 고안품"
"Soul Cord","영혼 줄"
"Soul Core","영혼 중심부"
"Soul Corona","영혼 광환"
"Soul Court","영혼 법정"
"Soul Covenant","영혼 계약"
"Soul Cover","영혼 덮개"
"Soul Cowl","영혼 고깔"
"Soul Crack","영혼 균열"
"Soul Cradle","영혼 받침대"
"Soul Crag","영혼 바위"
"Soul Cramp","영혼 경련"
"Soul Crate","영혼 나무상자"
"Soul Creed","영혼 신념"
"Soul Crest","영혼 문양"
"Soul Crown","영혼 왕관"
"Soul Crusher","영혼 타쇄자"
"Soul Cry","영혼 함성"
"Soul Curio","영혼 골동품"
"Soul Curtain","영혼 장막"
"Soul Cut","영혼 조각"
"Soul Dart","영혼 화살침"
"Soul Dash","영혼 질주"
"Soul Deed","영혼 증서"
"Soul Delirium","영혼 섬망"
"Soul Depths","영혼 심연"
"Soul Desire","영혼 갈망"
"Soul Device","영혼 장치"
"Soul Dew","영혼 이슬"
"Soul Disguise","영혼 위장"
"Soul Dome","영혼 돔"
"Soul Dream","영혼 꿈"
"Soul Dregs","영혼 찌꺼기"
"Soul Drop","영혼 방울"
"Soul Duty","영혼 의무"
"Soul Dwelling","영혼 거주지"
"Soul Edge","영혼 칼날"
"Soul Ember","영혼 잉걸불"
"Soul Emblem","영혼 상징"
"Soul Enterprise","영혼 사업"
"Soul Equipment","영혼 장착품"
"Soul Essence","영혼 에센스"
"Soul Etcher","영혼 부각사"
"Soul Excavation","영혼 발굴터"
"Soul Excursion","영혼 기행"
"Soul Expedition","영혼 탐험"
"Soul Exploration","영혼 원정"
"Soul Eye","영혼 눈"
"Soul Fang","영혼 송곳니"
"Soul Fend","영혼 방어"
"Soul Fetish","영혼 숭배물"
"Soul Finger","영혼 손가락"
"Soul Fingers","영혼 손가락"
"Soul Firestorm","영혼 화염 폭풍"
"Soul Fish","영혼 물고기"
"Soul Fist","영혼 주먹"
"Soul Flame","영혼 화염"
"Soul Fletch","영혼 화살깃"
"Soul Flight","영혼 비행"
"Soul Folktale","영혼 설화"
"Soul Frontier","영혼 개척지"
"Soul Gaze","영혼 응시"
"Soul Gear","영혼 장비"
"Soul Gill","영혼 아가미"
"Soul Girdle","영혼 허리띠"
"Soul Glance","영혼 곁눈질"
"Soul Glare","영혼 섬광"
"Soul Glimmer","영혼 미광"
"Soul Glisten","영혼 반짝임"
"Soul Globe","영혼 구체"
"Soul Gnarl","영혼 마디"
"Soul Gnash","영혼 악문 이빨"
"Soul Goad","영혼 몰이 막대"
"Soul Gorget","영혼 목가리개"
"Soul Grasp","영혼 장악"
"Soul Grinder","영혼 갈이개"
"Soul Grip","영혼 손아귀"
"Soul Guard","영혼 수호"
"Soul Guardian","영혼 가디언"
"Soul Guide","영혼 안내"
"Soul Gutter","영혼 시궁창"
"Soul Gyre","영혼 선회"
"Soul Hail","영혼 칭송"
"Soul Halo","영혼 후광"
"Soul Hand","영혼 손"
"Soul Harness","영혼 고삐"
"Soul Haven","영혼 안식처"
"Soul Heart","영혼 심장"
"Soul Hide","영혼 가죽"
"Soul Hold","영혼 유지"
"Soul Hoof","영혼 발굽"
"Soul Hope","영혼 희망"
"Soul Horn","영혼 뿔"
"Soul Hunger","영혼 갈망"
"Soul Ichor","영혼 영액"
"Soul Idol","영혼 우상"
"Soul Impaler","영혼 꼬챙이"
"Soul Implement","영혼 기물"
"Soul Incitement","영혼 조장"
"Soul Inferno","영혼 지옥불"
"Soul Inscription","영혼 명문"
"Soul Instigation","영혼 교사"
"Soul Instrument","영혼 계기"
"Soul Invitation","영혼 초대"
"Soul Invocation","영혼 기원"
"Soul Iridescence","영혼 무지개 빛깔"
"Soul Jack","영혼 상인"
"Soul Jig","영혼 지그"
"Soul Journey","영혼 여정"
"Soul Joy","영혼 기쁨"
"Soul Keep","영혼 감옥"
"Soul Keeper","영혼 보관자"
"Soul Key","영혼 열쇠"
"Soul Kit","영혼 공구"
"Soul Knell","영혼 전조"
"Soul Knot","영혼 매듭"
"Soul Knuckle","영혼 관절"
"Soul Lahar","영혼 화산이류"
"Soul Lands","영혼 땅"
"Soul Lash","영혼 채찍"
"Soul League","영혼 리그"
"Soul Leash","영혼 가죽끈"
"Soul Leer","영혼 시선"
"Soul Lens","영혼 시점"
"Soul Line","영혼 낚싯줄"
"Soul Liturgy","영혼 기도문"
"Soul Lock","영혼 자물쇠"
"Soul Locket","영혼 갑 목걸이"
"Soul Loop","영혼 고리"
"Soul Lure","영혼 루어"
"Soul Machine","영혼 장치"
"Soul Magma","영혼 마그마"
"Soul Mandate","영혼 통치"
"Soul Mangler","영혼 파괴자"
"Soul Manifesto","영혼 성명서"
"Soul Mantle","영혼 외투"
"Soul March","영혼 행진"
"Soul Mark","영혼 징표"
"Soul Mast","영혼 돛대"
"Soul Material","영혼 재료"
"Soul Medallion","영혼 메달리온"
"Soul Mission","영혼 임무"
"Soul Mitts","영혼 미트"
"Soul Myth","영혼 신화"
"Soul Nail","영혼 손톱"
"Soul Nails","영혼 손톱"
"Soul Needle","영혼 바늘"
"Soul Nexus","영혼 연결부"
"Soul Nock","영혼 활시위"
"Soul Noose","영혼 올가미"
"Soul Oath","영혼 서약"
"Soul Oculus","영혼 눈"
"Soul Offer","영혼 제안"
"Soul Orb","영혼 구체"
"Soul Orders","영혼 명령서"
"Soul Ornament","영혼 장신구"
"Soul Oubliette","영혼 지하 감옥"
"Soul Outpost","영혼 전초기지"
"Soul Pace","영혼 보조"
"Soul Pact","영혼 맹약"
"Soul Palm","영혼 손바닥"
"Soul Panorama","영혼 전경"
"Soul Passage","영혼 통로"
"Soul Pause","영혼 중지"
"Soul Paw","영혼 발"
"Soul Peak","영혼 앞챙"
"Soul Pelt","영혼 가죽모"
"Soul Pendant","영혼 펜던트"
"Soul Pile","영혼 더미"
"Soul Pillar","영혼 기둥"
"Soul Pit","영혼 구덩이"
"Soul Pith","영혼 핵심"
"Soul Pledge","영혼 선서"
"Soul Point","영혼 끝"
"Soul Pole","영혼 기둥"
"Soul Portent","영혼 전조"
"Soul Post","영혼 말뚝"
"Soul Precinct","영혼 구획"
"Soul Prism","영혼 분광기"
"Soul Provocation","영혼 촉발"
"Soul Quarters","영혼 구역"
"Soul Quest","영혼 도전"
"Soul Quill","영혼 화살"
"Soul Rain","영혼 비"
"Soul Ram","영혼 충격"
"Soul Razor","영혼 면도날"
"Soul Reach","영혼 역량"
"Soul Reaches","영혼 역량"
"Soul Refuge","영혼 피난처"
"Soul Refuse","영혼 거절"
"Soul Relic","영혼 유물"
"Soul Remains","영혼 유물"
"Soul Remnant","영혼 유물"
"Soul Rend","영혼 분리"
"Soul Rite","영혼 의례"
"Soul Road","영혼 길"
"Soul Roar","영혼 포효"
"Soul Rock","영혼 바위"
"Soul Rod","영혼 막대"
"Soul Rook","영혼 성"
"Soul Roost","영혼 보금자리"
"Soul Rosary","영혼 묵주"
"Soul Ruin","영혼 유적"
"Soul Rupture","영혼 파열"
"Soul Saga","영혼 영웅담"
"Soul Salvation","영혼 구원"
"Soul Sanctuary","영혼 성역"
"Soul Sanctum","영혼 지성소"
"Soul Saw","영혼 톱"
"Soul Scalpel","영혼 수술칼"
"Soul Scar","영혼 흉터"
"Soul Scarab","영혼 갑충석"
"Soul Scratch","영혼 찰과상"
"Soul Scripture","영혼 성서"
"Soul Scum","영혼 쓰레기"
"Soul Secrets","영혼 비밀"
"Soul Sector","영혼 영역"
"Soul Sentry","영혼 보초"
"Soul Sepulchre","영혼 매장소"
"Soul Sever","영혼 절단"
"Soul Shackle","영혼 족쇄"
"Soul Shadows","영혼 그림자"
"Soul Shard","영혼 파편"
"Soul Shatter","영혼 산산조각"
"Soul Shell","영혼 껍질"
"Soul Shelter","영혼 대피소"
"Soul Shine","영혼 광채"
"Soul Shot","영혼 사격"
"Soul Shroud","영혼 연막"
"Soul Siege","영혼 공성"
"Soul Sight","영혼 통찰력"
"Soul Sinker","영혼 봉돌"
"Soul Skewer","영혼 꼬챙이"
"Soul Skin","영혼 피부"
"Soul Slag","영혼 용재"
"Soul Slayer","영혼 슬레이어"
"Soul Slicer","영혼 썰기"
"Soul Slippers","영혼 슬리퍼"
"Soul Sliver","영혼 편린"
"Soul Smasher","영혼 파쇄기"
"Soul Snare","영혼 올가미"
"Soul Solace","영혼 위안"
"Soul Sole","영혼 밑창"
"Soul Solitude","영혼 고독"
"Soul Song","영혼 노래"
"Soul Span","영혼 발"
"Soul Spark","영혼불꽃"
"Soul Spawn","영혼 유충"
"Soul Spear","영혼 창"
"Soul Spell","영혼 주문"
"Soul Sphere","영혼 구"
"Soul Spike","영혼 가시"
"Soul Spiker","영혼 가시등"
"Soul Spiral","영혼 소용돌이"
"Soul Spire","영혼 첨탑"
"Soul Spires","영혼 첨탑"
"Soul Splinter","영혼 파편"
"Soul Splitter","영혼 스플리터"
"Soul Spur","영혼 박차"
"Soul Star","영혼 별"
"Soul Stare","영혼 눈초리"
"Soul Stinger","영혼 쐐기털"
"Soul Stone","영혼 돌"
"Soul Strap","영혼 혁대"
"Soul Stride","영혼 질주"
"Soul Strike","영혼 일격"
"Soul Suit","영혼 복장"
"Soul Summons","영혼 소환"
"Soul Sunder","영혼 작렬"
"Soul Tackle","영혼 낚시 도구"
"Soul Tale","영혼 이야기"
"Soul Talisman","영혼 부적"
"Soul Talons","영혼 발톱"
"Soul Territory","영혼 영토"
"Soul Testament","영혼 증거"
"Soul Tether","영혼 밧줄"
"Soul Thirst","영혼 갈증"
"Soul Thread","영혼 실타래"
"Soul Thresher","영혼 도리깨"
"Soul Thunder","영혼 천둥"
"Soul Tool","영혼 도구"
"Soul Torc","영혼 목걸이 사슬"
"Soul Touch","영혼 손길"
"Soul Tower","영혼 탑"
"Soul Track","영혼 통로"
"Soul Trail","영혼 발자취"
"Soul Trap","영혼 덫"
"Soul Tread","영혼 발걸음"
"Soul Trek","영혼 길"
"Soul Trinket","영혼 장신구"
"Soul Turn","영혼 선회"
"Soul Twine","영혼 꼬임"
"Soul Twirl","영혼 회전"
"Soul Undertaking","영혼 일"
"Soul Urge","영혼 열망"
"Soul Vault","영혼 금고"
"Soul Veil","영혼 장막"
"Soul Vessel","영혼 그릇"
"Soul View","영혼 관점"
"Soul Vine","영혼 덩굴"
"Soul Visage","영혼 얼굴"
"Soul Vise","영혼 조임쇠"
"Soul Vision","영혼 시각"
"Soul Visor","영혼 차양"
"Soul Volcano","영혼 화산"
"Soul Volley","영혼 사격 공세"
"Soul Vow","영혼 맹세"
"Soul Voyage","영혼 항해"
"Soul Ward","영혼 수호"
"Soul Warden","영혼 간수"
"Soul Waste","영혼 황무지"
"Soul Watch","영혼 감시"
"Soul Watcher","영혼 감시자"
"Soul Weaver","영혼 직공"
"Soul Whorl","영혼 나사선"
"Soul Wind","영혼 바람"
"Soul Wing","영혼 부속 건물"
"Soul Wisdom","영혼 지혜"
"Soul Wish","영혼 소망"
"Soul Wound","영혼 상처"
"Soul Wrap","영혼 겉옷"
"Soul Wreck","영혼 붕괴"
"Soul Writ","영혼 영장"
"Soul Ziggurat","영혼 지구라트"
"Soul Zone","영혼 지역"
"Spectre Abode","망령의 거처"
"Spectre Abyss","망령의 심연"
"Spectre Aegis","망령의 비호"
"Spectre Angler","망령의 낚시꾼"
"Spectre Anthem","망령의 찬가"
"Spectre Apex","망령의 정점"
"Spectre Apparatus","망령의 기구"
"Spectre Arbiter","망령의 중재자"
"Spectre Arch","망령의 활"
"Spectre Arrow","망령의 화살"
"Spectre Artifice","망령의 책략"
"Spectre Badge","망령의 배지"
"Spectre Bait","망령의 미끼"
"Spectre Ballad","망령의 담시"
"Spectre Band","망령의 띠"
"Spectre Bane","망령의 파멸"
"Spectre Barb","망령의 가시"
"Spectre Barrage","망령의 연발 사격"
"Spectre Barrier","망령의 방어막"
"Spectre Bastion","망령의 보루"
"Spectre Batter","망령의 구타"
"Spectre Bauble","망령의 방울"
"Spectre Bead","망령의 구슬"
"Spectre Beads","망령의 구슬"
"Spectre Beak","망령의 부리"
"Spectre Beam","망령의 광선"
"Spectre Bid","망령의 노력"
"Spectre Bind","망령의 묶음"
"Spectre Bite","망령의 이빨"
"Spectre Blast","망령의 폭발"
"Spectre Bliss","망령의 지복"
"Spectre Blood","망령의 피의"
"Spectre Bloom","망령의 꽃"
"Spectre Blow","망령의 일격"
"Spectre Blunt","망령의 둔기"
"Spectre Bolt","망령의 화살"
"Spectre Bond","망령의 유대"
"Spectre Braid","망령의 끈"
"Spectre Branch","망령의 나뭇가지"
"Spectre Brand","망령의 낙인"
"Spectre Breach","망령의 균열"
"Spectre Breaker","망령의 분쇄기"
"Spectre Breath","망령의 숨결"
"Spectre Breeze","망령의 바람"
"Spectre Brow","망령의 이마"
"Spectre Buckle","망령의 버클"
"Spectre Bulwark","망령의 방벽"
"Spectre Burst","망령의 격발"
"Spectre Butcher","망령의 도살자"
"Spectre Cage","망령의 창살"
"Spectre Caldera","망령의 칼데라"
"Spectre Call","망령의 소환"
"Spectre Campaign","망령의 작전"
"Spectre Carapace","망령의 등딱지"
"Spectre Caress","망령의 손길"
"Spectre Cast","망령의 던지기"
"Spectre Challenge","망령의 도전"
"Spectre Chambers","망령의 방"
"Spectre Chant","망령의 노래"
"Spectre Charm","망령의 부적"
"Spectre Choker","망령의 목줄"
"Spectre Chum","망령의 밑밥"
"Spectre Circle","망령의 고리"
"Spectre Clasp","망령의 걸쇠"
"Spectre Claw","망령의 클로"
"Spectre Cloak","망령의 망토"
"Spectre Clutches","망령의 손아귀"
"Spectre Coat","망령의 외투"
"Spectre Coffers","망령의 궤짝"
"Spectre Coil","망령의 감개"
"Spectre Collar","망령의 목걸이"
"Spectre Colony","망령의 식민지"
"Spectre Construct","망령의 구조물"
"Spectre Contraption","망령의 고안품"
"Spectre Cord","망령의 줄"
"Spectre Core","망령의 중심부"
"Spectre Corona","망령의 광환"
"Spectre Court","망령의 법정"
"Spectre Covenant","망령의 계약"
"Spectre Cover","망령의 덮개"
"Spectre Cowl","망령의 고깔"
"Spectre Crack","망령의 균열"
"Spectre Cradle","망령의 받침대"
"Spectre Crag","망령의 바위"
"Spectre Cramp","망령의 경련"
"Spectre Crate","망령의 나무상자"
"Spectre Creed","망령의 신념"
"Spectre Crest","망령의 문양"
"Spectre Crown","망령의 왕관"
"Spectre Crusher","망령의 타쇄자"
"Spectre Cry","망령의 함성"
"Spectre Curio","망령의 골동품"
"Spectre Curtain","망령의 장막"
"Spectre Cut","망령의 조각"
"Spectre Dart","망령의 화살침"
"Spectre Dash","망령의 질주"
"Spectre Deed","망령의 증서"
"Spectre Delirium","망령의 섬망"
"Spectre Depths","망령의 심연"
"Spectre Desire","망령의 갈망"
"Spectre Device","망령의 장치"
"Spectre Dew","망령의 이슬"
"Spectre Disguise","망령의 위장"
"Spectre Dome","망령의 돔"
"Spectre Dream","망령의 꿈"
"Spectre Dregs","망령의 찌꺼기"
"Spectre Drop","망령의 방울"
"Spectre Duty","망령의 의무"
"Spectre Dwelling","망령의 거주지"
"Spectre Edge","망령의 칼날"
"Spectre Ember","망령의 잉걸불"
"Spectre Emblem","망령의 상징"
"Spectre Enterprise","망령의 사업"
"Spectre Equipment","망령의 장착품"
"Spectre Essence","망령의 에센스"
"Spectre Etcher","망령의 부각사"
"Spectre Excavation","망령의 발굴터"
"Spectre Excursion","망령의 기행"
"Spectre Expedition","망령의 탐험"
"Spectre Exploration","망령의 원정"
"Spectre Eye","망령의 눈"
"Spectre Fang","망령의 송곳니"
"Spectre Fend","망령의 방어"
"Spectre Fetish","망령의 숭배물"
"Spectre Finger","망령의 손가락"
"Spectre Fingers","망령의 손가락"
"Spectre Firestorm","망령의 화염 폭풍"
"Spectre Fish","망령의 물고기"
"Spectre Fist","망령의 주먹"
"Spectre Flame","망령의 화염"
"Spectre Fletch","망령의 화살깃"
"Spectre Flight","망령의 비행"
"Spectre Folktale","망령의 설화"
"Spectre Frontier","망령의 개척지"
"Spectre Gaze","망령의 응시"
"Spectre Gear","망령의 장비"
"Spectre Gill","망령의 아가미"
"Spectre Girdle","망령의 허리띠"
"Spectre Glance","망령의 곁눈질"
"Spectre Glare","망령의 섬광"
"Spectre Glimmer","망령의 미광"
"Spectre Glisten","망령의 반짝임"
"Spectre Globe","망령의 구체"
"Spectre Gnarl","망령의 마디"
"Spectre Gnash","망령의 악문 이빨"
"Spectre Goad","망령의 몰이 막대"
"Spectre Gorget","망령의 목가리개"
"Spectre Grasp","망령의 장악"
"Spectre Grinder","망령의 갈이개"
"Spectre Grip","망령의 손아귀"
"Spectre Guard","망령의 수호"
"Spectre Guardian","망령의 가디언"
"Spectre Guide","망령의 안내"
"Spectre Gutter","망령의 시궁창"
"Spectre Gyre","망령의 선회"
"Spectre Hail","망령의 칭송"
"Spectre Halo","망령의 후광"
"Spectre Hand","망령의 손"
"Spectre Harness","망령의 고삐"
"Spectre Haven","망령의 안식처"
"Spectre Heart","망령의 심장"
"Spectre Hide","망령의 가죽"
"Spectre Hold","망령의 유지"
"Spectre Hoof","망령의 발굽"
"Spectre Hope","망령의 희망"
"Spectre Horn","망령의 뿔"
"Spectre Hunger","망령의 갈망"
"Spectre Ichor","망령의 영액"
"Spectre Idol","망령의 우상"
"Spectre Impaler","망령의 꼬챙이"
"Spectre Implement","망령의 기물"
"Spectre Incitement","망령의 조장"
"Spectre Inferno","망령의 지옥불"
"Spectre Inscription","망령의 명문"
"Spectre Instigation","망령의 교사"
"Spectre Instrument","망령의 계기"
"Spectre Invitation","망령의 초대"
"Spectre Invocation","망령의 기원"
"Spectre Iridescence","망령의 무지개 빛깔"
"Spectre Jack","망령의 상인"
"Spectre Jig","망령의 지그"
"Spectre Journey","망령의 여정"
"Spectre Joy","망령의 기쁨"
"Spectre Keep","망령의 감옥"
"Spectre Keeper","망령의 보관자"
"Spectre Key","망령의 열쇠"
"Spectre Kit","망령의 공구"
"Spectre Knell","망령의 전조"
"Spectre Knot","망령의 매듭"
"Spectre Knuckle","망령의 관절"
"Spectre Lahar","망령의 화산이류"
"Spectre Lands","망령의 땅"
"Spectre Lash","망령의 채찍"
"Spectre League","망령의 리그"
"Spectre Leash","망령의 가죽끈"
"Spectre Leer","망령의 시선"
"Spectre Lens","망령의 시점"
"Spectre Line","망령의 낚싯줄"
"Spectre Liturgy","망령의 기도문"
"Spectre Lock","망령의 자물쇠"
"Spectre Locket","망령의 갑 목걸이"
"Spectre Loop","망령의 고리"
"Spectre Lure","망령의 루어"
"Spectre Machine","망령의 장치"
"Spectre Magma","망령의 마그마"
"Spectre Mandate","망령의 통치"
"Spectre Mangler","망령의 파괴자"
"Spectre Manifesto","망령의 성명서"
"Spectre Mantle","망령의 외투"
"Spectre March","망령의 행진"
"Spectre Mark","망령의 징표"
"Spectre Mast","망령의 돛대"
"Spectre Material","망령의 재료"
"Spectre Medallion","망령의 메달리온"
"Spectre Mission","망령의 임무"
"Spectre Mitts","망령의 미트"
"Spectre Myth","망령의 신화"
"Spectre Nail","망령의 손톱"
"Spectre Nails","망령의 손톱"
"Spectre Needle","망령의 바늘"
"Spectre Nexus","망령의 연결부"
"Spectre Nock","망령의 활시위"
"Spectre Noose","망령의 올가미"
"Spectre Oath","망령의 서약"
"Spectre Oculus","망령의 눈"
"Spectre Offer","망령의 제안"
"Spectre Orb","망령의 구체"
"Spectre Orders","망령의 명령서"
"Spectre Ornament","망령의 장신구"
"Spectre Oubliette","망령의 지하 감옥"
"Spectre Outpost","망령의 전초기지"
"Spectre Pace","망령의 보조"
"Spectre Pact","망령의 맹약"
"Spectre Palm","망령의 손바닥"
"Spectre Panorama","망령의 전경"
"Spectre Passage","망령의 통로"
"Spectre Pause","망령의 중지"
"Spectre Paw","망령의 발"
"Spectre Peak","망령의 앞챙"
"Spectre Pelt","망령의 가죽모"
"Spectre Pendant","망령의 펜던트"
"Spectre Pile","망령의 더미"
"Spectre Pillar","망령의 기둥"
"Spectre Pit","망령의 구덩이"
"Spectre Pith","망령의 핵심"
"Spectre Pledge","망령의 선서"
"Spectre Point","망령의 끝"
"Spectre Pole","망령의 기둥"
"Spectre Portent","망령의 전조"
"Spectre Post","망령의 말뚝"
"Spectre Precinct","망령의 구획"
"Spectre Prism","망령의 분광기"
"Spectre Provocation","망령의 촉발"
"Spectre Quarters","망령의 구역"
"Spectre Quest","망령의 도전"
"Spectre Quill","망령의 화살"
"Spectre Rain","망령의 비"
"Spectre Ram","망령의 충격"
"Spectre Razor","망령의 면도날"
"Spectre Reach","망령의 역량"
