原文(有{0}),翻譯
"You and Nearby Allies have {0} to {1} added Chaos Damage per White Socket","每個白色插槽使你和附近友方附加 {0} 至 {1} 混沌傷害"
"You and Nearby Allies have {0} to {1} added Cold Damage per Green Socket","每個綠色插槽使你和附近友方附加 {0} 至 {1} 冰冷傷害"
"You and Nearby Allies have {0} to {1} added Fire Damage per Red Socket","每個紅色插槽使你和附近友方附加 {0} 至 {1} 火焰傷害"
"You and Nearby Allies have {0} to {1} added Lightning Damage per Blue Socket","每個藍色插槽使你和附近友方附加 {0} 至 {1} 閃電傷害"
"You and nearby Allies have {0} to Chaos Resistance","你和週圍友軍獲得 {0} 混沌抗性"
"You and nearby Allies have {0} to Critical Strike Multiplier","你和週圍友軍 {0} 暴擊傷害加成"
"You and nearby Allies have {0} to Elemental Resistances","你和週圍友軍的元素抗性 {0}"
"You and nearby Allies have {0}% chance to avoid being Frozen","你和附近友方有 {0}% 機率避免被冰凍"
"You and nearby Allies have {0}% chance to avoid being Ignited","你和附近友方有 {0}% 機率避免被點燃"
"You and nearby Allies have {0}% chance to avoid being Shocked","你和附近友方有 {0}% 機率避免被感電"
"You and nearby Allies have {0}% chance to Avoid being Stunned","你和附近友方有 {0}% 機率避免被暈眩"
"You and nearby Allies have {0}% chance to Avoid Chaos Damage from Hits","你和附近友方有 {0}% 機率避免來自擊中的混沌傷害"
"You and nearby Allies have {0}% chance to avoid Elemental Ailments","你和附近友方有 {0}% 機率避免元素異常狀態"
"You and nearby Allies have {0}% Chance to Block Attack Damage","你和附近友方 {0}% 攻擊傷害格擋率"
"You and nearby allies have {0}% chance to Evade Attack Hits","你和附近友方 {0}% 閃避攻擊擊中率"
"You and nearby Allies have {0}% chance to Impale Enemies on Hit with Attacks","你和附近友方攻擊擊中時，有 {0}% 機率穿刺敵人"
"You and nearby Allies have {0}% faster start of Energy Shield Recharge","你和附近友方比平常快 {0}% 開始充能能量護盾"
"You and nearby Allies have {0}% increased Armour and Evasion Rating","你和附近友方增加 {0}% 護甲和閃避值"
"You and nearby Allies have {0}% increased Attack and Cast Speed","你和附近友方增加 {0}% 攻擊和施放速度"
"You and nearby Allies have {0}% increased Attack, Cast and Movement Speed","你和附近友方增加 {0}% 攻擊、施放和移動速度"
"You and nearby Allies have {0}% increased Chill and Freeze Duration","你和附近友方增加 {0}% 冰緩和冰凍持續時間"
"You and nearby Allies have {0}% increased Critical Strike Chance","你和附近友方增加 {0}% 暴擊率"
"You and nearby Allies have {0}% increased Damage while on Full Energy Shield","滿能量護盾時，你和附近友方增加 {0}% 傷害"
"You and nearby Allies have {0}% increased Damage while on Full Mana","滿魔力時，你和附近友方增加 {0}% 傷害"
"You and nearby Allies have {0}% increased Impale Effect","你和附近友方增加 {0}% 穿刺效果"
"You and Nearby Allies have {0}% increased Item Rarity","你和附近友方增加 {0}% 物品稀有度"
"You and nearby Allies have {0}% increased Mana Recovery from Flasks","你和附近友方增加 {0}% 來自藥劑的魔力回復"
"You and nearby Allies have {0}% increased Mana Regeneration Rate","你和附近友方增加 {0}% 魔力回復率"
"You and nearby Allies have {0}% increased Movement Speed","你和友軍增加 {0}% 移動速度"
"You and nearby Allies have {0}% increased Movement Speed while on Chilled Ground","在冰緩地面上時，你和附近友方增加 {0}% 移動速度"
"You and nearby Allies have {0}% increased Projectile Speed","你和附近友方增加 {0}% 投射物速度"
"You and nearby allies have {0}% increased Skill Effect Duration","你和附近友方增加 {0}% 技能效果持續時間"
"You and nearby allies have {0}% increased Spell Critical Strike Chance","你和附近友方增加 {0}% 法術暴擊率"
"You and nearby Allies have {0}% increased Totem Placement speed","你和附近友方增加 {0}% 圖騰放置速度"
"You and nearby Allies have {0}% less Area of Effect","你和附近友方有 {0}% 更少範圍效果"
"You and nearby Allies have {0}% more Area of Effect","你和附近友方有 {0}% 更多範圍效果"
"You and nearby Allies have {0}% reduced Armour and Evasion Rating","你和附近友方減少 {0}% 護甲和閃避值"
"You and nearby Allies have {0}% reduced Attack and Cast Speed","你和附近友方減少 {0}% 攻擊和施放速度"
"You and nearby Allies have {0}% reduced Attack, Cast and Movement Speed","你和附近友方減少 {0}% 攻擊、施放和移動速度"
"You and nearby Allies have {0}% reduced Chill and Freeze Duration","你和附近友方減少 {0}% 冰緩和冰凍持續時間"
"You and nearby Allies have {0}% reduced Critical Strike Chance","你和附近友方減少 {0}% 暴擊率"
"You and nearby Allies have {0}% reduced Damage while on Full Energy Shield","滿能量護盾時，你和附近友方減少 {0}% 傷害"
"You and nearby Allies have {0}% reduced Damage while on Full Mana","滿魔力時，你和附近友方減少 {0}% 傷害"
"You and nearby Allies have {0}% reduced Impale Effect","你和附近友方減少 {0}% 穿刺效果"
"You and Nearby Allies have {0}% reduced Item Rarity","你和附近友方減少 {0}% 物品稀有度"
"You and nearby Allies have {0}% reduced Mana Regeneration Rate","你和附近友方減少 {0}% 魔力回復率"
"You and nearby Allies have {0}% reduced Movement Speed","你和友軍減少 {0}% 移動速度"
"You and nearby Allies have {0}% reduced Movement Speed while on Chilled Ground","在冰緩地面上時，你和附近友方減少 {0}% 移動速度"
"You and nearby Allies have {0}% reduced Projectile Speed","你和附近友方減少 {0}% 投射物速度"
"You and nearby allies have {0}% reduced Spell Critical Strike Chance","你和附近友方減少 {0}% 法術暴擊率"
"You and nearby Allies have {0}% reduced Totem Placement speed","你和附近友方減少 {0}% 圖騰放置速度"
"You and nearby Allies have {0}% slower start of Energy Shield Recharge","你和附近友方比平常慢 {0}% 開始充能能量護盾"
"You and nearby Allies have {0}% to Chaos Resistance","你和附近友方 {0}% 混沌抗性"
"You and nearby Allies have {0}% to Critical Strike Multiplier","你和附近友方 {0}% 暴擊加成"
"You and nearby Allies have {0}% to Elemental Resistances","你和附近友方 {0}% 元素抗性"
"You and nearby allies have a {0}% chance to create Consecrated Ground on Hitting a Rare or Unique Enemy, lasting {1} seconds","你和週圍友軍有 {0}% 的機率在擊中一個稀有或傳奇敵人時，制造一個持續 {1} 秒的奉獻地面"
"You and nearby Allies Leech {0} of Physical Attack Damage as Life","你和週圍友軍將 {0} 物理攻擊傷害偷取為生命"
"You and nearby Allies Leech {0}% of Physical Attack Damage as Life","你和附近友方 {0}% 物理攻擊傷害偷取生命"
"You and nearby Allies Regenerate {0} Life per second","你和附近友方每秒回復 {0} 生命"
"You and nearby Allies Regenerate {0} Mana per second","你與附近的隊友獲得每秒 {0} 魔力回復"
"You and nearby Allies Regenerate {0} of Life per second","你與週圍友軍每秒回復 {0} 生命"
"You and nearby Allies Regenerate {0}% of Life per second","你和附近友方每秒回復 {0}% 生命"
"You and nearby Non-Minion Allies have a {0} chance to create Consecrated Ground on Hitting a Rare or Unique Enemy, lasting {1} seconds","你和週圍非召喚生物友軍有 {0} 的機率在擊中一個稀有或傳奇敵人時，制造一個持續 {1} 秒的奉獻地面"
"You and nearby Non-Minion Allies have a {0}% chance to create Consecrated Ground on Hitting a Rare or Unique Enemy, lasting {1} seconds","你和附近非召喚物友方擊中稀有或傳奇敵人時，有 {0}% 機率製造奉獻地面，持續 {1} 秒"
"You and nearby Party members gain {0} Rage when you Warcry","當你戰吼時，你和附近隊伍成員獲得 {0} 層盛怒"
"You and your Minions have {0} additional Physical Damage Reduction for each Raised Zombie","每控制 1 個殭屍復甦，你和召喚生物的物理傷害減免增加 {0}"
"You and your Minions have {0} increased Attack and Cast Speed if you've Consumed a corpse Recently","若你近期內有吞噬 1 個屍體，你和你的召喚生物攻擊和施放速度增加 {0}"
"You and your Minions have {0} increased Damage if you've Consumed a corpse Recently","若你近期內有吞噬屍體，則傷害增加 {0}"
"You and your Minions have {0} Physical Damage Reduction","你和你的召喚生物的物理傷害減免增加 {0}"
"You and your Minions have {0} reduced Attack and Cast Speed if you've Consumed a corpse Recently","若你近期內有吞噬 1 個屍體，你和你的召喚生物攻擊和施放速度減少 {0}"
"You and your Minions have {0}% additional Physical Damage Reduction for each Raised Zombie","每隻殭屍復甦給予你和你的召喚物 {0}% 額外物理傷害減免"
"You and your Minions have {0}% increased Attack and Cast Speed if",若你近期有消耗屍體
"You and your Minions have {0}% increased Attack and Cast Speed if you've Consumed a corpse Recently","近期內你若有吞噬 1 個屍體，你和你的召喚生物攻擊和施放速度增加 {0}%"
"You and your Minions have {0}% increased Damage if you've Consumed a corpse Recently","若你近期有消耗屍體，你和你的召喚物增加 {0}% 傷害"
"You and your Minions have {0}% Physical Damage Reduction","增加你和你的召喚物 {0}% 物理傷害減免"
"You and your Minions have {0}% reduced Attack and Cast Speed if",若你近期有消耗屍體
"You and your Minions have {0}% reduced Attack and Cast Speed if you've Consumed a corpse Recently","近期內你若有吞噬 1 個屍體，你和你的召喚生物攻擊和施放速度減少 {0}%"
"You and your Minions take {0} increased Reflected Damage","你和你的召喚生物受到的反射傷害增加 {0}"
"You and your Minions take {0} increased Reflected Elemental Damage","你和你的召喚生物受到的反射元素傷害增加 {0}"
"You and your Minions take {0} increased Reflected Physical Damage","你和你的召喚生物受到的反射物理傷害增加 {0}"
"You and your Minions take {0} reduced Reflected Damage","你和你的召喚生物受到的反射傷害減少 {0}"
"You and your Minions take {0} reduced Reflected Elemental Damage","你和你的召喚生物受到的反射元素傷害減少 {0}"
"You and your Minions take {0} reduced Reflected Physical Damage","你和你的召喚生物受到的反射物理傷害減少 {0}"
"You and your Minions take {0}% increased Reflected Damage","你和你的召喚物增加承受 {0}% 反射傷害"
"You and your Minions take {0}% increased Reflected Elemental Damage","你和你的召喚物增加承受 {0}% 反射元素傷害"
"You and your Minions take {0}% increased Reflected Physical Damage","你和你的召喚物增加承受 {0}% 反射物理傷害"
"You and your Minions take {0}% reduced Reflected Damage","你和你的召喚物減少承受 {0}% 反射傷害"
"You and your Minions take {0}% reduced Reflected Elemental Damage","你和你的召喚物減少承受 {0}% 反射元素傷害"
"You and your Minions take {0}% reduced Reflected Physical Damage","你和你的召喚物減少承受 {0}% 反射物理傷害"
"You and your Totems Regenerate {0} of Life per second for each Summoned Totem","每個召喚的圖騰都使你和你的圖騰每秒回復 {0} 生命"
"You and your Totems Regenerate {0}% of Life per second for each Summoned Totem","每個召喚的圖騰使你和你的圖騰每秒回復 {0}% 生命"
"You and your Totems Regenerate {0}% of Life per second per Totem","每有 1 個圖騰，你和你的圖騰每秒便回復 {0}% 生命"
"You are Cursed with Level {0} Vulnerability","你受到 {0} 級【脆弱】的詛咒"
"You are Cursed with Vulnerability, with {0} increased Effect","你被脆弱詛咒，其效果增加 {0}"
"You are Cursed with Vulnerability, with {0}% increased Effect","你被脆弱詛咒，且增加 {0}% 效果"
"You are Shocked during Flask effect, causing {0} increased Damage taken","藥劑持續期間你會被感電，受到的傷害增加 {0}"
"You are Shocked during Flask effect, causing {0}% increased Damage taken","你在藥劑效果期間被感電，增加 {0}% 承受傷害"
"You Burn for {0} of your Maximum Energy Shield per second as Fire Damage","你被點燃，每秒承受你最大能量護盾 {0} 的火焰傷害"
"You Burn for {0} of your Maximum Life per second as Fire Damage","你被點燃，每秒承受你最大生命 {0} 的火焰傷害"
"You Burn for {0}% of your Maximum Energy Shield per second as Fire Damage","你被燃燒，每秒承受你最大能量護盾 {0}% 的火焰傷害"
"You Burn for {0}% of your Maximum Life per second as Fire Damage","你被燃燒，每秒承受你最大生命 {0}% 的火焰傷害"
"You can apply {0} additional Curses","你可以造成 {0} 個額外詛咒"
"You can apply {0} additional Curses while at maximum Power Charges","當暴擊球達最大數量時，你可以施放 {0} 個額外的詛咒"
"You can Cast {0} additional Brands","你可以施放 {0} 個額外烙印"
"You can have {0} additional Brands Attached to an Enemy","可以對敵人附著 {0} 個額外烙印"
"You can inflict {0} additional Ignites on an Enemy","你可以對敵人造成額外 {0} 個點燃效果"
