add,翻譯
"Totem Life and Elemental Resistances, Brand Duration",圖騰生命和元素抗性、烙印持續時間
"Totem Life and Elemental Resistances, Brand Range",圖騰生命和元素抗性，烙印範圍
Totem Life and Physical Damage Reduction,圖騰生命和物理傷害減免
"Totem Life and Physical Damage Reduction, Brand Duration",圖騰生命和降減圖騰物理傷害
Totem Life and Placement Speed,圖騰生命和放置速度
Totem Life Mod:,圖騰生命詞綴:
"Totem Life, Duration and Elemental Resistances",圖騰生命、持續時間和圖騰元素抗性
"Totem Life, Duration and Physical Damage Reduction",圖騰生命、持續時間和物理傷害減免
Totem Life:,圖騰生命:
Totem mastery,圖騰專精
Totem Mastery,圖騰專精
Totem modifiers:,圖騰詞綴:
Totem Place Time:,圖騰放置時間:
Totem Placement Speed and Brand Range,圖騰放置速度和烙印距離
Totem Placement Speed and Duration,圖騰放置速度和持續時間
Totem Placement Time,圖騰放置時間
Totem Placement Time:,圖騰放置時間:
Totemic Maul,圖騰巨錘
Totemic Wood Lure,圖騰木魚餌
Totemic Zeal,熱情圖騰
Totems are Immune to Chaos Damage,圖騰免疫混沌傷害
Totems are Immune to Fire Damage,圖騰免疫火焰傷害
Totems cannot be Stunned,圖騰無法被擊暈
Totems cannot gain Infusion,圖騰無法獲得注入
Totems gain +10% to all Elemental Resistances,圖騰 +10% 全部元素抗性
Totems gain +16% to all Elemental Resistances,圖騰 +16% 全部元素抗性
Totems gain +20% to all Elemental Resistances,圖騰 +20% 全部元素抗性
Totems gain +30% to all Elemental Resistances,圖騰 +30% 全部元素抗性
Totems have 10% additional Physical Damage Reduction,圖騰有 10% 額外物理傷害減免
Totems have 15% additional Physical Damage Reduction,圖騰有 15% 額外物理傷害減免
Totems Summoned by this Skill cannot Evade,此技能召喚的圖騰無法閃避
Totems' Action Speed cannot be modified to below base value,圖騰的行動速度不能被調整至基礎值之下
Touch,溫存
Touch of Anguish,極度苦痛
Touch of Cruelty,殘酷之觸
Touch Of God,天譴之拳
Touch of God,天譴之拳
Tower,之塔
Towering Figment,巨型創造物
Towering Threat,聳天威脅
Toxic Delivery,毒物走私
Toxic Rain,腐蝕毒雨
Toxic Rain:,腐蝕毒雨:
Toxic Strikes,毒化之擊
Track,蹤跡
Trail,遠道
Tranquil,寧靜
Tranquility,寧靜
Transcendence,超凡脫俗
Transcendent Flesh,超凡之體
Transcendent Mind,超凡之意
Transcendent Spirit,超凡之靈
Transfiguration of Body,肉體扭曲
Transfiguration of Mind,意志扭曲
Transfiguration of Soul,靈體扭曲
Transformer Staff,變形長杖
Transgressor's,違者的
Transmogrification,化形
Trap,陷阱輔助
Trap,陷阱
Trap and Mine Critical Strike Chance,陷阱和地雷暴擊率
Trap and Mine Critical Strike Multiplier,陷阱和地雷暴擊加成
Trap and Mine Damage,陷阱及地雷傷害輔助
Trap and Mine Damage and Throwing Speed,陷阱與地雷傷害和投擲速度
Trap and Mine Damage Mastery,陷阱和地雷傷害專精
"Trap and Mine Damage, Elemental Resistances",陷阱和地雷傷害、元素傷害和抗性
"Trap and Mine Damage, Mine Throwing Speed",陷阱和地雷傷害、地雷投擲速度
"Trap and Mine Damage, Movement Speed",陷阱和地雷傷害、移動速度
"Trap and Mine Damage, Trap Throwing Speed",陷阱和地雷傷害、陷阱投擲速度
Trap and Mine Mastery,陷阱和地雷專精
Trap and Mine Throwing Speed,陷阱與地雷投擲速度
Trap Cooldown,陷阱冷卻
Trap Cooldown Recovery,陷阱冷卻時間恢復
Trap Cooldown:,陷阱冷卻:
Trap Critical Strike Chance and Multiplier,陷阱暴擊率和加成
Trap Damage,陷阱傷害
Trap Damage and Cooldown Recovery,陷阱傷害與冷卻回復
Trap Damage and Trigger Area,陷阱傷害與觸發範圍
Trap Damage Penetrates 10% Elemental Resistances,陷阱傷害穿透 10% 元素抗性
Trap Mastery,陷阱專精
Trap Throw Speed and Damage,陷阱投擲速度和傷害
Trap Throw Time:,陷阱投鄭時間:
Trap Throwing Speed,陷阱投擲速度
Trap Throwing Speed and Trigger Area,陷阱拋射速度與觸發範圍
Trap Throwing Time,陷阱投鄭時間
Trap Throwing Time:,陷阱投鄭時間:
Trap Trigg. Radius:,陷阱觸發範圍:
Trap Trigger Area,陷阱觸發範圍
Trapper Boots,獵人之靴
Trapper Mitts,獵人護手
Traps and Mines Poison on Hit,陷阱和地雷擊中時使敵人中毒
Traps are thrown randomly,陷阱投擲至隨機處
Traps are thrown randomly around targeted location,對附近目標地區隨機投擲陷阱
Traps are thrown randomly around you,陷阱投擲到你周圍的隨機處
Traps cannot be Damaged,陷阱不能被傷害
Traps cannot be Damaged for 2 seconds after being Thrown,陷阱投擲後 2 秒內不會損壞
Traps cannot be Damaged for 5 seconds after being Thrown,陷阱投擲後 5 秒內不會損壞
Traps do not Trigger at the end of their Duration,在持續時間結束後陷阱不會觸發
Traps from Socketed Skills create a Smoke Cloud when triggered,當觸發插槽中的陷阱時，製造一團迷霧
Traps Trigger an additional time,陷阱額外觸發一次
Traps Trigger at the end of their Duration,陷阱持續時間結束時觸發
Travel,快行
Travel Skills other than Dash are Disabled,除了幻步的快行技能無法使用
Tread,漫步
Tree,天賦
Trek,跋涉
Tremor Rod,顫抖之杖
Triad Grip,三弦指法
Triad Torments,三合會折磨
Tribal Circlet,祭儀之冠
Tribal Club,祭儀之杵
Tribal Fury,部落之怒
Tribal Maul,祭儀巨錘
Trick Shot,花式射擊
Trickery,詭計
Trickster,詐欺師
Tricorne,三角帽
Trigger,觸發
Trigger a linked Spell when you Crit an Enemy,當你暴擊敵人時，觸發連結的技能
Trigger a Socketed Bow Skill when you Attack with a Bow,當你使用弓攻擊時，觸發插槽中 1 個弓技能
Trigger a Socketed Bow Skill when you Cast a Spell while wielding a Bow,當你持弓施放法術時，觸發插槽中的弓技能
Trigger a Socketed Cold Spell on Melee Critical Strike,近戰暴擊時觸發插槽中的冰冷法術
Trigger a Socketed Lightning Spell on Hit,擊中時觸發插槽中的閃電法術
Trigger a Socketed Spell when you Attack with a Bow,當你使用弓攻擊時，觸發 1 個插槽中的法術
Trigger a Socketed Spell when you Attack with this Weapon,當你使用此武器攻擊時，觸發插槽中 1 個法術
Trigger a Socketed Spell when you Use a Skill,當你使用技能時觸發插槽中 1 個法術
Trigger a Socketed Warcry Skill when you lose Endurance Charges,當你失去耐力球時，觸發 1 個插槽中的戰吼技能
Trigger Commandment of Blades on Hit,擊中時觸發刀鋒之誡
Trigger Commandment of Flames on Hit,擊中時觸發烈火之誡
Trigger Commandment of Force on Hit,擊中時觸發原力之誡
Trigger Commandment of Frost on Kill,擊殺時觸發寒冰之誡
Trigger Commandment of Fury on Hit,擊中時觸發狂怒之誡
Trigger Commandment of Inferno on Critical Strike,暴擊時觸發煉獄之誡
Trigger Commandment of Inferno on Kill,擊殺時觸發煉獄之誡
Trigger Commandment of Ire when Hit,被擊中時觸發雷霆之誡
Trigger Commandment of Light when you take a Critical Strike,當你被暴擊時觸發光之誡
Trigger Commandment of Reflection when Hit,被擊中時觸發倒影之誡
Trigger Commandment of Spite when Hit,當被擊中時觸發怨恨之誡
Trigger Commandment of the Grave when your Skills or Minions Kill,當你的技能或召喚物擊殺時，觸發冰墓之誡
Trigger Commandment of the Tempest on Hit,擊中時觸發風暴之誡
Trigger Commandment of Thunder on Kill,擊殺時觸發雷電之誡
Trigger Commandment of War on Kill,擊殺時觸發戰爭之誡
Trigger Commandment of Winter when Hit,被擊中時觸發冬之誡
Trigger Decree of Blades on Hit,擊中時觸發刀鋒之令
Trigger Decree of Flames on Hit,擊中時觸發烈火之令
Trigger Decree of Force on Hit,擊中時觸發原力之令
Trigger Decree of Frost on Kill,擊殺時觸發寒冰之令
Trigger Decree of Fury on Hit,擊中時觸發狂怒之令
Trigger Decree of Inferno on Kill,擊殺時觸發煉獄之令
Trigger Decree of Ire when Hit,被擊中時觸發雷霆之令
Trigger Decree of Light when you take a Critical Strike,當你被暴擊時觸發光之令
Trigger Decree of Reflection when Hit,被擊中時觸發倒影之令
Trigger Decree of Spite when Hit,當被擊中時觸發怨恨之令
Trigger Decree of the Grave when your Skills or Minions Kill,當你的技能或召喚物擊殺時，觸發冰墓之律
Trigger Decree of the Tempest on Hit,擊中時觸發風暴之令
Trigger Decree of Thunder on Kill,擊殺時觸發雷電之令
Trigger Decree of War on Kill,擊殺時觸發戰爭之令
Trigger Decree of Winter when Hit,被擊中時觸發冬之令
Trigger Doom Blast when a Hex from Supported Curse Skills ends,當來自被輔助詛咒技能的咒術結束時，觸發厄運枯萎
Trigger Doom Blast when Curse ends,當詛咒結束時觸發厄運枯萎
Trigger Edict of Blades on Hit,擊中時有觸發刀鋒之律
Trigger Edict of Flames on Hit,擊中時觸發烈火之律
Trigger Edict of Force on Hit,擊中時觸發原力之律
Trigger Edict of Frost on Kill,擊殺時觸發寒冰之律
Trigger Edict of Fury on Hit,擊中時觸發狂怒之律
Trigger Edict of Inferno on Kill,擊殺時觸發煉獄之律
Trigger Edict of Ire when Hit,被擊中時觸發雷霆之律
Trigger Edict of Light when you take a Critical Strike,你被暴擊時觸發光之律
Trigger Edict of Reflection when Hit,被擊中時觸發倒影之律
Trigger Edict of Spite when Hit,當被擊中時觸發怨恨之律
Trigger Edict of the Grave when your Skills or Minions Kill,當你的技能或召喚物擊殺時，觸發冰墓之律
Trigger Edict of the Tempest on Hit,擊中時觸發風暴之律
Trigger Edict of Thunder on Kill,擊殺時觸發雷電之律
Trigger Edict of War on Kill,擊殺時觸發戰爭之律
Trigger Edict of Winter when Hit,被擊中時觸發冬之律
Trigger Level 1 Tawhoa's Chosen when you Attack with a Non-Vaal Slam Skill near an Enemy,當你在敵人附近使用非瓦爾重擊技能攻擊，觸發等級 1 的塔赫亞的抉擇
Trigger Level 18 Animate Guardian's Weapon when Animated Weapon Kills an Enemy,當幻化武器擊殺敵人時觸發等級 20 的幻化守衛武器
Trigger Level 20 Arcane Wake after Spending a total of 200 Mana,消耗總計 200 魔力後觸發 20 級的【秘術蘇醒】
Trigger Level 20 Tawhoa's Chosen when you Attack with a Non-Vaal Slam Skill near an Enemy,當你在敵人附近使用非瓦爾重擊技能攻擊，觸發等級 20 的塔赫亞的抉擇
Trigger Socketed Curse Skill when you cast a Curse Skill,當你施放詛咒技能時，觸發插槽中的詛咒技能
Trigger Socketed Minion Spells on Kill with this Weapon,使用此武器擊殺時觸發插槽中召喚物法術
Trigger Socketed Spells when you Focus,當你專注時觸發插槽中的法術
Trigger Supported Spells when you fire Projectiles from a Non-Triggered Wand Attack,當你從非觸發型法杖攻擊發射投射物時，觸發輔助的法術
Trigger Supported Spells when you fire Projectiles from a Wand Attack,你用法杖發射投射物時觸發被輔助的法術
Trigger this Attack on Kill,擊殺時觸發此攻擊
Trigger this Attack when you Attack with a Bow,當你使用弓攻擊時觸發此攻擊
Trigger this Skill on Melee Hit,當近戰擊中時，觸發此技能
Trigger This Skill when a Hex from Supported Skills ends,當來自被輔助技能的咒術結束時，觸發此技能
Trigger this Skill when an Animated Weapon Kills an Enemy,當你幻化武器擊殺敵人時觸發此技能
Trigger this Skill when Critically Hit,當暴擊擊中時，觸發此技能
Trigger this Skill when Hit,被擊中時觸發此技能
Trigger this Skill when you Block,當你格擋時，觸發此技能
Trigger this Skill when you Consume a corpse,當你消耗 1 個屍體觸發此技能
Trigger this Skill when you Hit,當你擊中時，觸發此技能
Trigger this Skill when you Hit a Bleeding Enemy,當你擊中流血的敵人時，觸發此技能
Trigger this Skill when you Hit a Frozen Enemy,當你擊中冰凍的敵人時，觸發此法術
Trigger this Skill when you Hit a Rare or Unique Enemy,當你擊中稀有或傳奇敵人時，觸發此技能
Trigger this Skill when you Hit a Rare or Unique Enemy and have no Mark,當你擊中稀有或傳奇敵人且沒有印記時觸發此技能
Trigger this Skill when you kill a Bleeding Enemy,擊敗流血敵人時觸發該技能
Trigger this skill when you Kill a Frozen Enemy,你擊敗一個被冰凍的敵人時，觸發此技能
Trigger this Skill when your Animated Guardian Kills an Enemy,你的幻化守衛擊殺敵人時觸發此法術
Trigger this Spell on Kill,擊殺時，觸發此法術
Trigger this Spell on Melee Hit while Cursed,被詛咒時，近戰擊中觸發此法術
"Trigger this Spell when Intuitive Link's target Hits an Enemy, from the target's location",當連結：直覺的目標擊中敵人時從目標的位置觸發此法術
Trigger this Spell when one of your Traps is Triggered,當你其中一個陷阱被觸發時，觸發此法術
Trigger this Spell when you Attack,當你攻擊時觸發此法術
Trigger this Spell when you Attack with a Non-Vaal Slam Skill near an Enemy,當你在敵人附近使用非瓦爾重擊技能攻擊，觸發此法術
Trigger this Spell when you Crit an Enemy,當你暴擊敵人時，觸發此法術
Trigger this Spell when you fire Projectiles from a Non-Triggered Wand Attack,當你從非觸發型法杖攻擊發射投射物時，觸發此法術
Trigger this Spell when you fire Projectiles from a Wand Attack,你用法杖發射投射物時觸發該法術
